name	oid	lsort	sfsort	sfname	ucode	ucun	note	lfeat	lsname	lucun	limage	lvalues
U+F2763		7630	0								
U+F2764		7631	0								
U+F2765		7632	0								
U+F2766		7633	0								
U+F2767		7634	0								
U+F2768		7635	0								
U+F2769		7636	0								
U+F2770		7637	0								
U+F2771		7638	0								
U+F2772		7639	0								
U+F2773		7640	0								
U+F2774		7641	0								
U+F2775		7642	0								
U+F2776		7643	0								
U+F2777		7644	0								
U+F2778		7645	0								
U+F2779		7646	0								
U+F2780		7647	0								
U+F2781		7648	0								
U+F2782		7649	0								
U+F2783		7650	0								
U+F2784		7651	0								
U+F2785		7652	0								
U+F2786		7653	0								
U+F2787		7654	0								
U+F2788		7655	0								
U+F2789		7656	0								
U+F2790		7657	0								
U+F2791		7658	0								
U+F2792		7659	0								
U+F2793		7660	0								
U+F2794		7661	0								
U+F2795		7662	0								
U+F2796		7663	0								
U+F2797		7664	0								
U+F2798		7665	0								
U+F2799		7666	0								
U+F2800		7667	0								
U+F2801		7668	0								
U+F2802		7669	0								
U+F2803		7670	0								
U+F2804		7671	0								
U+F2805		7672	0								
U+F2806		7673	0								
U+F2807		7674	0								
U+F2808		7675	0								
U+F2809		7676	0								
U+F2810		7677	0								
U+F2811		7678	0								
U+F2812		7679	0								
U+F2813		7680	0								
U+F2814		7681	0								
U+F2815		7682	0								
U+F2816		7683	0								
U+F2817		7684	0								
U+F2818		7685	0								
U+F2819		7686	0								
U+F2820		7687	0								
U+F2821		7688	0								
U+F2822		7689	0								
U+F2823		7690	0								
U+F2824		7691	0								
U+F2825		7692	0								
U+F2826		7693	0								
U+F2827		7694	0								
U+F2828		7695	0								
U+F2829		7696	0								
U+F2830		7697	0								
U+F2831		7698	0								
U+F2832		7699	0								
U+F2833		7700	0								
U+F2834		7701	0								
U+F2835		7702	0								
U+F2836		7703	0								
U+F2837		7704	0								
U+F2838		7705	0								
U+F2839		7706	0								
U+F2840		7707	0								
U+F2841		7708	0								
U+F2842		7709	0								
U+F2843		7710	0								
U+F2844		7711	0								
U+F2845		7712	0								
U+F2846		7713	0								
U+F2847		7714	0								
U+F2848		7715	0								
U+F2849		7716	0								
U+F2850		7717	0								
U+F2851		7718	0								
U+F2852		7719	0								
U+F2853		7720	0								
U+F2854		7721	0								
U+F2855		7722	0								
U+F2856		7723	0								
U+F2857		7724	0								
U+F2858		7725	0								
U+F2859		7726	0								
U+F2860		7727	0								
U+F2861		7728	0								
U+F2862		7729	0								
U+F2863		7730	0								
U+F2864		7731	0								
U+F2865		7732	0								
U+F2866		7733	0								
U+F2867		7734	0								
U+F2868		7735	0								
U+F2869		7736	0								
U+F2870		7737	0								
U+F2871		7738	0								
U+F2872		7739	0								
U+F2873		7740	0								
U+F2874		7741	0								
U+F2875		7742	0								
U+F2876		7743	0								
U+F2877		7744	0								
U+F2878		7745	0								
U+F2879		7746	0								
U+F2880		7747	0								
U+F2881		7748	0								
U+F2882		7749	0								
U+F2883		7750	0								
U+F2884		7751	0								
U+F2885		7752	0								
U+F2886		7753	0								
U+F2887		7754	0								
U+F2888		7755	0								
U+F2889		7756	0								
U+F2890		7757	0								
U+F2891		7758	0								
U+F2892		7759	0								
U+F2893		7760	0								
U+F2894		7761	0								
U+F2895		7762	0								
U+F2896		7763	0								
U+F2897		7764	0								
U+F2898		7765	0								
U+F2899		7766	0								
U+F2900		7767	0								
U+F2901		7768	0								
U+F2902		7769	0								
U+F2903		7770	0								
U+F2904		7771	0								
U+F2905		7772	0								
U+F2906		7773	0								
U+F2907		7774	0								
U+F2908		7775	0								
U+F2909		7776	0								
U+F2910		7777	0								
U+F2911		7778	0								
U+F2912		7779	0								
U+F2913		7780	0								
U+F2914		7781	0								
U+F2915		7782	0								
U+F2916		7783	0								
U+F2917		7784	0								
U+F2918		7785	0								
U+F2919		7786	0								
U+F2920		7787	0								
U+F2921		7788	0								
U+F2922		7789	0								
U+F2923		7790	0								
U+F2924		7791	0								
U+F2925		7792	0								
U+F2926		7793	0								
U+F2927		7794	0								
U+F2928		7795	0								
U+F2929		7796	0								
U+F2930		7797	0								
U+F2931		7798	0								
U+F2932		7799	0								
U+F2933		7800	0								
U+F2934		7801	0								
U+F2935		7802	0								
U+F2936		7803	0								
U+F2937		7804	0								
U+F2938		7805	0								
U+F2939		7806	0								
U+F2940		7807	0								
U+F2941		7808	0								
U+F2942		7809	0								
U+F2943		7810	0								
U+F2944		7811	0								
U+F2945		7812	0								
U+F2946		7813	0								
U+F2947		7814	0								
U+F2948		7815	0								
U+F2949		7816	0								
U+F2950		7817	0								
U+F2951		7818	0								
U+F2952		7819	0								
U+F2953		7820	0								
U+F2954		7821	0								
U+F2955		7822	0								
U+F2956		7823	0								
U+F2957		7824	0								
U+F2958		7825	0								
U+F2959		7826	0								
U+F2960		7827	0								
U+F2961		7828	0								
U+F2962		7829	0								
U+F2963		7830	0								
U+F2964		7831	0								
U+F2965		7832	0								
U+F2966		7833	0								
U+F2967		7834	0								
U+F2968		7835	0								
U+F2969		7836	0								
U+F2970		7837	0								
U+F2971		7838	0								
U+F2972		7839	0								
U+F2973		7840	0								
U+F2974		7841	0								
U+F2975		7842	0								
U+F2976		7843	0								
U+F2977		7844	0								
U+F2978		7845	0								
U+F2979		7846	0								
U+F2980		7847	0								
U+F2981		7848	0								
U+F2982		7849	0								
U+F2983		7850	0								
U+F2984		7851	0								
U+F2985		7852	0								
U+F2986		7853	0								
U+F2987		7854	0								
U+F2988		7855	0								
U+F2989		7856	0								
U+F2990		7857	0								
U+F2991		7858	0								
U+F2992		7859	0								
U+F2993		7860	0								
U+F2994		7861	0								
U+F2995		7862	0								
U+F2996		7863	0								
U+F2997		7864	0								
U+F2998		7865	0								
U+F2999		7866	0								
U+F3000	o0901863	7867	2586	SILA₄~c1	U+F3000	󳀀						
U+F3001	o0902414	7868	8140	|X×HI|	U+F3001	󳀁						
U+F3002	o0901365	7869	1989	|MAR~b×GAR|	U+F3002	󳀂						
U+F3003	o0901427	7870	2050	|MUŠEN.3(N58)|	U+F3003	󳀃						
U+F3004	o0902054	7871	2805	|ŠU₂.PAP~a|	U+F3004	󳀄						
U+F3005	o0902150	7872	2921	|TUR₃~a.5(N57)|	U+F3005	󳀅						
U+F3006	o0902219	7873	2953	|U₄+1(N24)|	U+F3006	󳀆						
U+F3007	o0902180	7874	2959	|U₄×(1(N01).1(N24))|	U+F3007	󳀇						
U+F3008	o0902197	7875	2977	|U₄×(1(N14).1(N01))|	U+F3008	󳀈						
U+F3009	o0902199	7876	2980	|U₄×(1(N14).3(N01)).(1(N14).4(N08))|	U+F3009	󳀉						
U+F3010	o0901689	7877	2386	|SAG×NAM₂|	U+F3010	󳀐						
U+F3011	o0901693	7878	2378	|SAG+UKKIN~b~v1×1(N57)|	U+F3011	󳀑						
U+F3012	o0902058	7879	2813	|ŠU₂×3(N57)|	U+F3012	󳀒						
U+F3013	o0902057	7880	2812	|ŠU₂×1(N24)|	U+F3013	󳀓						
U+F3014	o0901957	7881	2693	|ŠE~a.NAM₂|~v2	U+F3014	󳀔						
U+F3015	o0901203	7882	1881	|LAGAB~b×(HI×N04)|	U+F3015	󳀕						
U+F3016	o0901227	7883	1858	|LAGAB~a×NI~a|	U+F3016	󳀖						
U+F3017	o0902066	7884	2831	|ŠUR₂×1(N58)|	U+F3017	󳀗						
U+F3018	o0901655	7885	2349	|PIRIG~b1+DIN|	U+F3018	󳀘						
U+F3019	o0901215	7886	1855	|LAGAB~a×LA₂~a|	U+F3019	󳀙						
U+F3020		7887	0								
U+F3021	o0902824	7888	9251	ZATU856	U+F3021	󳀡						
U+F3022		7889	0								
U+F3023	o0900179	7890	668	|((BU~a.DU₆~a)&(BU~a.DU₆))×UDU~a|	U+F3023	󳀣						
U+F3024	o0902825	7891	9252	ZATU857	U+F3024	󳀤						
U+F3025	o0902826	7892	9253	ZATU858	U+F3025	󳀥						
U+F3026		7893	0								
U+F3027	o0903214	7894	2062	|1(N57).E₂~a|	U+F3027	󳀧						
U+F3028	o0902134	7895	2908	TUM₃	U+F3028	󳀨						
U+F3029	o0903225	7896	2073	|2(N57).BIR₃~a|	U+F3029	󳀩						
U+F3030	o0900277	7897	769	|DIN×1(N58)|	U+F3030	󳀰						
U+F3031	o0900299	7898	800	|DU₈~c×AB₂|	U+F3031	󳀱						
U+F3032	o0900301	7899	801	|DU₈~c×AMAR|	U+F3032	󳀲						
U+F3033	o0900322	7900	826	DUB~h	U+F3033	󳀳						
U+F3034	o0900454	7901	993	|DUG~b×(UDU~a×TAR)|	U+F3034	󳀴						
U+F3035	o0900405	7902	1022	|DUG~b~v1×1(N58)|	U+F3035	󳀵						
U+F3036	o0900563	7903	1149	|EZEN~a×KAŠ~b|	U+F3036	󳀶						
U+F3037	o0900630	7904	1241	|GA₂~a1×EN~a|	U+F3037	󳀷						
U+F3038	o0900717	7905	1304	|GA₂~b×ZATU694~c|	U+F3038	󳀸						
U+F3039	o0900628	7906	1240	|GA₂~a1×E₂~a|	U+F3039	󳀹						
U+F3040	o0901347	7907	1967	|MAH~a×TUN₃~c|	U+F3040	󳁀						
U+F3041	o0901555	7908	2255	|NINDA₂×MAR~a|	U+F3041	󳁁						
U+F3042	o0901564	7909	2258	|NINDA₂×NUN~a|	U+F3042	󳁂						
U+F3043	o0901576	7910	2269	|NINDA₂×ZATU710|	U+F3043	󳁃						
U+F3044	o0901651	7911	2352	|PIRIG~b1×1(N58@t)|	U+F3044	󳁄						
U+F3045	o0901924	7912	2655	ŠA₃~a2@g	U+F3045	󳁅						
U+F3046	o0901721	7913	2429	SAR~d	U+F3046	󳁆						
U+F3047	o0901732	7914	2442	|SI×1(N58)|	U+F3047	󳁇						
U+F3048	o0901728	7915	2433	|SI×EN~a|	U+F3048	󳁈						
U+F3049	o0901731	7916	2436	|SI×KU~b1|	U+F3049	󳁉						
U+F3050	o0902578	7917	8962	ZATU694~e	U+F3050	󳁐						
U+F3051	o0902770	7918	9193	ZATU802~b	U+F3051	󳁑						
U+F3052	o0902827	7919	9254	ZATU859	U+F3052	󳁒						
U+F3053	o0900328	7920	821	DUB~b@r	U+F3053	󳁓						
U+F3054	o0900416	7921	974	|DUG~b×(SA~a.GI)|	U+F3054	󳁔						
U+F3055	o0900429	7922	981	|DUG~b×SUKUD~d|	U+F3055	󳁕						
U+F3056	o0900051	7923	21	|AB×ZU|	U+F3056	󳁖						
U+F3057	o0901084	7924	1711	KAŠ~d1	U+F3057	󳁗						
U+F3058	o0901882	7925	2608	SUHUR~b	U+F3058	󳁘						
U+F3059	o0901886	7926	2609	SUHUR~b@t	U+F3059	󳁙						
U+F3060	o0900156	7927	165	|BAR×URI₃~a|	U+F3060	󳁠						
U+F3061	o0900209	7928	697	|BULUG₃.DU₆~a|	U+F3061	󳁡						
U+F3062	o0900501	7929	1069	|E₂~b×3(N57)|	U+F3062	󳁢						
U+F3063	o0900345	7930	942	|DUG~b×BA|	U+F3063	󳁣						
U+F3064	o0901715	7931	2420	SANGA~e1	U+F3064	󳁤						
U+F3065	o0901716	7932	2421	SANGA~e2	U+F3065	󳁥						
U+F3066	o0900589	7933	1161	|EZEN~a×X₁|	U+F3066	󳁦						
U+F3067	o0900057	7934	60	ADAB~v1	U+F3067	󳁧						
U+F3068	o0900097	7935	104	ANŠE~f	U+F3068	󳁨						
U+F3069	o0900253	7936	748	DARA₄~c	U+F3069	󳁩						
U+F3070	o0900902	7937	1502	GIŠIMMAR~b2	U+F3070	󳁰						
U+F3071	o0900961	7938	1594	HI~b	U+F3071	󳁱						
U+F3072	o0900985	7939	1605	IB~c	U+F3072	󳁲						
U+F3073	o0901105	7940	1730	KIN₂~b	U+F3073	󳁳						
U+F3074	o0901446	7941	2141	NA₂~c	U+F3074	󳁴						
U+F3075	o0901495	7942	2190	NESAG₂~a2	U+F3075	󳁵						
U+F3076	o0901520	7943	2216	NIM~d	U+F3076	󳁶						
U+F3077		7944	0								
U+F3078	o0901747	7945	2454	SIG~b	U+F3078	󳁸						
U+F3079	o0901873	7946	2600	SU~c	U+F3079	󳁹						
ZATU001	o0900000	8159	1	A	U+12690	𒚐						
ZATU002	o0900003	8160	3	|A×EN|								
ZATU003	o0900006	8161	6	|A×ŠUBUR|	U+12693	𒚓						
ZATU004	o0900005	8162	8	|A×1(N14)|	U+12695	𒚕						
ZATU005	o0900007	8163	7	|A×ZATU672|	U+12694	𒚔						
ZATU006	o0900010	8164	10	A₂	U+12697	𒚗						
ZATU007	o0900011	8165	11	AB								
ZATU008	o0900015	8166	12	|AB×A|								
ZATU009	o0900019	8167	14	|AB×AŠ₂|								
ZATU010	o0900037	8168	20	|AB×ZATU659|								
ZATU011	o0900039	8169	42	AB@g								
ZATU012	o0900041	8170	43	AB₂	U+126A7	𒚧						
ZATU013	o0900043	8171	44	|AB₂×2(N14)|	U+126A8	𒚨						
ZATU014		8172	0								
ZATU014a	o0903223	8173	2071	|2(N57).AB₂|	U+12DF8	𒷸						
►ZATU014b		8174	0				|3(N57).AB₂|/|4(N57).AB₂| in ATU 1, 610 = P005961 ii 5-6 read 3(N57) AB₂ 4(N57) AB₂ in CDLI.					
ZATU015	o0900047	8175	50	ABGAL	U+126AB	𒚫						
ZATU016	o0900049	8176	52	ABRIG	U+126AD	𒚭						
ZATU017	o0900050	8177	53	ABZU	U+126AE	𒚮						
ZATU018	o0900052	8178	55	AD								
ZATU019	o0900056	8179	59	ADAB	U+126B2	𒚲						
ZATU020	o0900058	8180	61	ADDA	U+126B3	𒚳						
ZATU021	o0901550	8181	2250	|NINDA₂×(HI@g.1(N06))|								
ZATU022	o0900060	8182	64	AGAR₂	U+126B5	𒚵						
ZATU023	o0900061	8183	65	AK								
ZATU024	o0900064	8184	68	AL	U+126B8	𒚸						
ZATU025	o0900065	8185	69	ALAN								
ZATU026	o0900072	8186	75	ALIM	U+126BE	𒚾						
ZATU027	o0900073	8187	77	AM								
ZATU028	o0900076	8188	80	AMA								
ZATU029	o0900082	8189	86	AMAR	U+126C5	𒛅						
ZATU030	o0900086	8190	93	|AMAR~v2×TAR~c|	U+126CB	𒛋						
ZATU031	o0900089	8191	95	AN	U+126CC	𒛌						
ZATU032	o0900092	8192	98	ANŠE								
ZATU033	o0900099	8193	105	APIN								
ZATU034	o0900106	8194	112	ARARMA₂~a	U+126D6	𒛖						
ZATU035	o0900109	8195	115	ARATTA	U+126D9	𒛙						
ZATU036	o0900111	8196	116	ASAR	U+126DA	𒛚						
ZATU037	o0903210	8197	9915	1(N57)	U+F0110	󰄐						
ZATU038	o0900113	8198	120	AZ	U+126DC	𒛜						
ZATU039	o0900114	8199	121	AZU	U+126DD	𒛝						
ZATU040	o0900115	8200	122	BA	U+126DE	𒛞						
ZATU041	o0900116	8201	123	BAD	U+126DF	𒛟						
ZATU042	o0900117	8202	126	|BAD&BAD|	U+126E0	𒛠						
ZATU043	o0903281	8203	2123	|1(N58).BAD|	U+12E0D	𒸍						
ZATU044	o0900118	8204	128	BAD₃								
ZATU044a	o0900119	8205	129	BAD₃~a	U+126E1	𒛡						
ZATU044b	o0900121	8206	130	BAD₃~b1	U+126E2	𒛢						
ZATU044b	o0900121	8206	130	BAD₃~b1	U+126E2	𒛢						
ZATU044b	o0900122	8206	131	BAD₃~b2	U+126E3	𒛣						
ZATU044b	o0900122	8206	131	BAD₃~b2	U+126E3	𒛣						
ZATU044b	o0900121	8206	130	BAD₃~b1	U+126E2	𒛢						
ZATU044b	o0900121	8206	130	BAD₃~b1	U+126E2	𒛢						
ZATU044b	o0900122	8206	131	BAD₃~b2	U+126E3	𒛣						
ZATU044b	o0900122	8206	131	BAD₃~b2	U+126E3	𒛣						
ZATU045	o0900123	8207	132	BAHAR₂								
ZATU046	o0900129	8208	138	BALA								
ZATU047	o0900133	8209	142	BALAG	U+126EC	𒛬						
ZATU048	o0900135	8210	144	BAN								
ZATU049	o0900140	8211	149	BANŠUR								
ZATU050	o0900147	8212	156	BAPPIR								
ZATU051	o0900154	8213	163	BAR	U+126FD	𒛽						
ZATU052	o0900157	8214	168	BARA₂								
ZATU053	o0900162	8215	173	BARA₃	U+12702	𒜂						
ZATU054	o0900164	8216	638	BIR								
ZATU055	o0900135	8217	144	BAN								
ZATU056	o0900174	8218	648	BU								
ZATU057	o0900183	8219	686	|BU~a~v1×A|	U+12714	𒜔						
ZATU058	o0900190	8220	661	|(BU&BU).NA₂|	X.X	XX						
ZATU059	o0900198	8221	654	|BU+DU₆|	X.X	XX						
ZATU060	o0900205	8222	692	BU₃	U+12718	𒜘						
ZATU061	o0900206	8223	694	BULUG	U+12719	𒜙						
ZATU062	o0900207	8224	695	BULUG₃	U+1271A	𒜚						
ZATU063	o0900210	8225	698	BUR								
ZATU064	o0900215	8226	703	BUR₂	U+1271F	𒜟						
ZATU065	o0900216	8227	704	DA								
ZATU066	o0900224	8228	711	DAH	U+12725	𒜥						
ZATU067	o0900225	8229	712	DAM	U+12726	𒜦						
ZATU068	o0900226	8230	713	DANNA	U+12727	𒜧						
ZATU069	o0900227	8231	714	DAR								
ZATU070	o0900234	8232	721	DARA₃								
ZATU071	o0900240	8233	722	|DARA₃×KAR₂|								
ZATU072	o0900245	8234	723	|DARA₃×(KAR₂.ŠE)|								
ZATU073	o0900248	8235	743	DARA₄								
►ZATU074		8236	0				ZATU074 DARA₄+BAD+BAD reread in ATU 3 p.154 W20421,2 = Lú Vorläufer (Tf.23) O0305 as RI₈~a? DARA₄~b.					
ZATU075	o0900260	8237	755	DI	U+12741	𒝁						
ZATU076	o0900262	8238	757	DIB	U+12743	𒝃						
ZATU077	o0900264	8239	759	DILMUN	U+12745	𒝅						
ZATU078	o0900268	8240	762	DIM								
ZATU079	o0901670	8241	2366	RU	U+12AA3	𒪣						
ZATU080	o0900278	8242	770	DIN@t	U+1274C	𒝌						
ZATU081	o0903280	8243	9929	1(N58)	U+F011A	󰄚						
ZATU082	o0900279	8244	772	DU	U+1274D	𒝍						
ZATU083	o0900283	8245	777	DU₆								
ZATU084	o0900291	8246	789	DU₇	U+12755	𒝕						
ZATU085	o0900292	8247	790	DU₈								
ZATU086	o0900311	8248	811	DUB								
ZATU087	o0900323	8249	829	|DUB@n×1(N58)|								
ZATU088	o0900330	8250	838	DUG								
ZATU089	o0900339	8251	842	|DUG×AB₂|								
ZATU090	o0900341	8252	843	|DUG×ANŠE|								
ZATU091	o0900393	8253	892	|DUG×1(N57)|								
ZATU092	o0900400	8254	893	|DUG×(1(N57).KU₃)|								
ZATU093	o0900344	8255	844	|DUG×BA|								
ZATU094	o0900346	8256	845	|DUG×BALA|								
ZATU095	o0900348	8257	846	|DUG×BIR₃|								
ZATU096	o0900350	8258	847	|DUG×DIN|								
ZATU097	o0900357	8259	850	|DUG×GA|								
ZATU098	o0900360	8260	851	|DUG×GEŠTU|								
ZATU099	o0900364	8261	852	|DUG×GI₆|								
ZATU100	o0900366	8262	853	|DUG×GIŠ|								
ZATU101	o0900368	8263	854	|DUG×HI|								
ZATU102	o0900372	8264	855	|DUG×HI@g|								
ZATU103	o0900374	8265	856	|DUG×KASKAL|								
ZATU104	o0900377	8266	857	|DUG×KU₆|								
ZATU105	o0900380	8267	858	|DUG×KUR|								
ZATU106	o0900387	8268	861	|DUG×LAM|								
ZATU107	o0900385	8269	860	|DUG×KUR@g|								
ZATU108	o0900390	8270	862	|DUG×MAŠ|								
ZATU109	o0900406	8271	863	|DUG×NAGA|								
ZATU110	o0900413	8272	866	|DUG×SA|								
ZATU111	o0900415	8273	867	|DUG×(SA.GI)|								
ZATU112	o0900417	8274	868	|DUG×SI₄|								
ZATU113	o0900421	8275	870	|DUG×SIG₂|								
ZATU114	o0900424	8276	871	|DUG×SIG₇|								
ZATU115	o0900426	8277	872	|DUG×SUHUR|								
ZATU116	o0900428	8278	873	|DUG×SUKUD|								
ZATU117	o0900430	8279	874	|DUG×ŠAH₂|								
ZATU118	o0900432	8280	875	|DUG×ŠE|								
ZATU119	o0900436	8281	876	|DUG×(ŠE.NAM₂)|								
ZATU120	o0900438	8282	877	|DUG×TAK₄|								
ZATU121	o0900444	8283	880	|DUG×TI|								
ZATU122	o0900446	8284	881	|DUG×U₂|								
ZATU123	o0900455	8285	883	|DUG×UH₃|								
ZATU124	o0900465	8286	887	|DUG×ZATU764|								
ZATU125	o0900481	8287	1042	DUGUD	U+127C2	𒟂						
ZATU126	o0900482	8288	1045	DUR								
ZATU127	o0900485	8289	1048	DUR₂	U+127C5	𒟅						
ZATU128	o0900486	8290	1049	E								
ZATU129	o0900492	8291	1054	E₂								
ZATU130	o0901163	8292	1780	|KUR.E₂|	X.X	XX						
ZATU131	o0900502	8293	1058	|E₂×1(N58@t)|								
ZATU132	o0900507	8294	1074	E₃								
ZATU133	o0900511	8295	1077	EDIN	U+127D5	𒟕						
ZATU134	o0900512	8296	1078	EN								
ZATU135	o0901605	8297	2294	|NUN+EN|	X.X	XX						
►ZATU136		8298	0				ZATU EN+UDU(?) read in CDLI as X in hapax ATU 1, 342=P001563 ATU 5, pl. 104, W 9656,es i 1.					
ZATU137	o0900524	8299	1096	EN@g								
ZATU138	o0900529	8300	1100	EN₂	U+127E3	𒟣						
ZATU139	o0900533	8301	1105	ENDIB	U+127E6	𒟦						
ZATU140	o0900534	8302	1106	ENGIZ	U+127E7	𒟧						
ZATU141	o0900535	8303	1107	ENKUM	U+127E8	𒟨						
ZATU142	o0900537	8304	1109	ENLIL	U+127EA	𒟪						
ZATU143	o0900540	8305	1110	ERIM								
ZATU144	o0900544	8306	1114	ERIM₂	U+127EE	𒟮						
ZATU145	o0900545	8307	1115	ERIN	U+127EF	𒟯						
ZATU146	o0903234	8308	9917	3(N57)	U+F0112	󰄒						
ZATU147	o0900546	8309	1116	EŠDA	U+127F0	𒟰						
ZATU148	o0900547	8310	1118	|EŠDA×TAR~a|	U+127F1	𒟱						
ZATU149	o0900548	8311	1119	EŠGAR	U+127F2	𒟲						
ZATU150	o0900549	8312	1123	EZEN								
ZATU151	o0900555	8313	1124	|EZEN×EN|								
ZATU152	o0900560	8314	1126	|EZEN×KAB|								
ZATU153	o0900572	8315	1130	|EZEN×NIM|								
ZATU154	o0900574	8316	1131	|EZEN×NIMGIR|								
ZATU155	o0900576	8317	1132	|EZEN×RAD|								
ZATU156	o0900580	8318	1134	|EZEN×SU|								
ZATU157	o0900582	8319	1135	|EZEN×(U₂.A)|								
ZATU158	o0900593	8320	1170	EZINU								
ZATU159	o0900598	8321	1175	GA								
ZATU160	o0900611	8322	1178	|GA×1(N14)|								
ZATU161	o0900606	8323	1176	|GA.ZATU753|	X.x12D79	X𒵹						
ZATU162	o0900615	8324	1192	GA₂								
ZATU163	o0902726	8325	9139	|ZATU762×AB|								
ZATU164	o0900667	8326	1230	|GA₂×1(N57)|								
ZATU165	o0900672	8327	1232	|GA₂×(1(N58).BAD)|								
ZATU166	o0900624	8328	1194	|GA₂×DUB|								
ZATU167	o0900636	8329	1198	|GA₂×GIR|								
ZATU168	o0900640	8330	1200	|GA₂×GIŠ@t|								
ZATU169	o0900645	8331	1202	|GA₂×(GU₄.ŠE₃)|								
ZATU170	o0900649	8332	1204	|GA₂×HI|								
ZATU171	o0900651	8333	1205	|GA₂×(HI.SUHUR)|								
ZATU172	o0900653	8334	1206	|GA₂×KU₃|								
ZATU173	o0900656	8335	1207	|GA₂×KU₆|								
ZATU174	o0900659	8336	1208	|GA₂×(KU₆.KU₆)|								
ZATU175	o0901211	8337	1882	|LAGAB~b×KUR~e|	U+1299B	𒦛						
ZATU176	o0900663	8338	1210	|GA₂×MAŠ|								
ZATU177	o0900674	8339	1211	|GA₂×NAGA|								
ZATU178	o0900676	8340	1212	|GA₂×NI|								
ZATU179	o0900690	8341	1218	|GA₂×SUHUR|								
ZATU180	o0900693	8342	1219	|GA₂×SUKUD|								
ZATU181	o0900698	8343	1221	|GA₂×SUMAŠ|								
ZATU182	o0900665	8344	1229	|GA₂×1(N14)|								
ZATU183	o0900706	8345	1225	|GA₂×U₄|								
ZATU184	o0900718	8346	1307	GAʾAR								
ZATU185	o0902656	8347	9048	|ZATU737×BUR|								
ZATU186	o0900723	8348	1313	GADA								
ZATU187	o0900726	8349	1317	GADA@g								
ZATU188	o0900728	8350	1318	GAL								
ZATU189	o0900731	8351	1321	GALGA								
ZATU190	o0900735	8352	1324	GAN								
ZATU191	o0900754	8353	1328	|GAN×(HI.DIN)|								
ZATU192	o0900760	8354	1331	|GAN×LAGAB|								
ZATU193	o0900764	8355	1332	|GAN×NE|								
ZATU194	o0900768	8356	1334	|GAN×ŠE|								
ZATU195	o0900778	8357	1372	GAN₂	U+12867	𒡧						
ZATU196	o0900779	8358	1373	GAR	U+12868	𒡨						
ZATU197	o0900780	8359	1374	GAR@g								
ZATU198	o0900784	8360	1378	GAR₃	U+1286C	𒡬						
ZATU199	o0900785	8361	1379	GARA₂								
ZATU200	o0900788	8362	1383	GAZI	U+1286F	𒡯						
ZATU201	o0901698	8363	2400	|SAL.KUR|	x12AB5.X	𒪵X						
ZATU202	o0900789	8364	1384	GEŠTIN								
ZATU203	o0900796	8365	1388	GEŠTU								
ZATU204	o0900806	8366	1398	GI	U+12878	𒡸						
►ZATU205		8367	0				ATU 1, 28=P001294 ATU 5, pl. 068, W 9579,av read |GI&GI| |GI×SIG₂~d1|;					
ZATU206	o0900824	8368	1418	|(GI&GI)×ŠE₃~v1|	U+12881	𒢁						
ZATU207	o0900810	8369	1422	|GI~v1×GIŠ@t|	U+12885	𒢅						
ZATU208	o0900813	8370	1404	|GI×LAGAB|								
ZATU209	o0900817	8371	1406	|GI×NAM₂|	U+1287A	𒡺						
ZATU210	o0900819	8372	1408	|GI×SIG₂~d1|	U+1287B	𒡻						
ZATU211	o0900815	8373	1424	|GI~v1×1(N14)|	U+12887	𒢇						
ZATU212	o0900828	8374	1427	GI₄								
ZATU213	o0900836	8375	1435	GI₆	U+1288E	𒢎						
ZATU214	o0900839	8376	1438	GIBIL	U+12890	𒢐						
ZATU215	o0900841	8377	1440	GIBIL₆	U+12892	𒢒						
ZATU216	o0900844	8378	1441	GIR								
ZATU217	o0900856	8379	1455	GIR₂~b	U+1289B	𒢛						
ZATU218	o0900854	8380	1453	GIR₂								
ZATU219	o0900072	8381	75	ALIM	U+126BE	𒚾						
ZATU220	o0900863	8382	1458	|GIR₃×ŠE|								
ZATU221	o0900868	8383	1469	GIR₃@g								
ZATU222	o0900872	8384	1473	GISAL								
ZATU223	o0900875	8385	1476	GIŠ	U+128A7	𒢧						
ZATU224	o0900878	8386	1480	|GIŠ×(DIN.DIN)|								
ZATU225	o0900882	8387	1484	|GIŠ×ŠU₂|								
ZATU226	o0900877	8388	1477	|GIŠ.TE|	U+128A8	𒢨						
ZATU227	o0900885	8389	1487	GIŠ@t	U+128AE	𒢮						
ZATU228	o0902383	8390	8109	UŠ								
ZATU229	o0900893	8391	1493	GIŠGAL	U+128B2	𒢲						
ZATU230	o0900895	8392	1495	GIŠIMMAR								
ZATU231	o0900905	8393	1506	GIZZAL~v	U+128BB	𒢻						
ZATU232	o0900906	8394	1507	GU	U+128BC	𒢼						
ZATU233	o0900907	8395	1509	GU₂	U+128BD	𒢽						
ZATU234	o0900908	8396	1510	GU₄	U+128BE	𒢾						
ZATU235	o0900912	8397	1516	GU₇	U+128C2	𒣂						
ZATU236	o0900915	8398	1518	GUB₃								
ZATU237	o0900920	8399	1524	GUG₂	U+128C8	𒣈						
ZATU238	o0900922	8400	1525	|GUG₂×SILA₃|								
ZATU239	o0900926	8401	1534	|GUG₂~v1×TUR~v1|	U+128CC	𒣌						
ZATU240	o0900928	8402	1536	GUKKAL								
ZATU241	o0900933	8403	1537	|GUKKAL.HI@g|	X.X	XX						
ZATU242	o0900935	8404	1543	GUL	U+128D2	𒣒						
