id_text	designation	provenience	museum_no	excavation_no	accession_no	primary_publication	publication_history	genre	subgenre	period
P001185	ATU 5, pl. 052, W 9312,k	Uruk (mod. Warka)	VAT 14925	W 09312,k		ATU 5, pl. 052, W 9312,k	ATU 1, 465	Administrative		Uruk IV
P001186	ATU 5, pl. 052, W 9312,l	Uruk (mod. Warka)	VAT 14782	W 09312,l		ATU 5, pl. 052, W 9312,l	ATU 1, 185; M. Lambert, Archeologia 12, 9-10, 1966, 29	Administrative		Uruk IV
P001187	ATU 5, pl. 052, W 9312,m	Uruk (mod. Warka)	VAT 21352	W 09312,m		ATU 5, pl. 052, W 9312,m		Administrative		Uruk III
P001188	ATU 5, pl. 052, W 9312,n1	Uruk (mod. Warka)	VAT 14929	W 09312,n1		ATU 5, pl. 052, W 9312,n1	ATU 1, 463	Administrative		Uruk IV
P001189	ATU 5, pl. 052, W 9312,n2+	Uruk (mod. Warka)	VAT 15078	W 09312,n2 + W 09312,r		ATU 5, pl. 052, W 9312,n2+	ATU 1, 362	Administrative		Uruk IV
P001190	ATU 5, pl. 052, W 9312,o	Uruk (mod. Warka)	VAT 15227	W 09312,o		ATU 5, pl. 052, W 9312,o	ATU 1, 508	Administrative		Uruk IV
P001194	ATU 5, pl. 052, W 9312,s	Uruk (mod. Warka)	VAT 21351	W 09312,s		ATU 5, pl. 052, W 9312,s		Administrative		Uruk III
P001195	ATU 5, pl. 052, W 9312,t	Uruk (mod. Warka)	VAT 15059	W 09312,t		ATU 5, pl. 052, W 9312,t	ATU 1, 486	Administrative		Uruk IV
P001199	ATU 5, pl. 052, W 9312,x	Uruk (mod. Warka)	VAT 15097	W 09312,x		ATU 5, pl. 052, W 9312,x	ATU 1, 495	Administrative		Uruk IV
P001200	ATU 5, pl. 052, W 9312,y	Uruk (mod. Warka)	VAT 21362	W 09312,y		ATU 5, pl. 052, W 9312,y		Administrative		Uruk III
P001201	ATU 5, pl. 052, W 9312,z	Uruk (mod. Warka)	VAT 14652	W 09312,z		ATU 5, pl. 052, W 9312,z	ATU 1, 106	Administrative		Uruk IV
P001202	ATU 5, pl. 053, W 9312,aa	Uruk (mod. Warka)	VAT 21287	W 09312,aa		ATU 5, pl. 053, W 9312,aa	Erlen Kat. 15.03	Administrative		Uruk IV
P001203	ATU 5, pl. 053, W 9335,a	Uruk (mod. Warka)	VAT 14720	W 09335,a		ATU 5, pl. 053, W 9335,a	ATU 1, 24; K. Szarzynska, 1970, 10	Administrative		Uruk IV
P001204	ATU 5, pl. 053, W 9335,b	Uruk (mod. Warka)	VAT 14685	W 09335,b		ATU 5, pl. 053, W 9335,b	ATU 1, 15; A. Vaiman, Peredn. sbornik 1966, 13 obv. (s. BagM 21, 1990, 100)	Administrative		Uruk IV
P001205	ATU 5, pl. 053, W 9335,c	Uruk (mod. Warka)	VAT 14665	W 09335,c		ATU 5, pl. 053, W 9335,c	ATU 1, 111; M. Lambert, Archeologia 12, 9-10, 1966, 29; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 154 fig. 52	Administrative		Uruk IV
P001206	ATU 5, pl. 053, W 9335,d	Uruk (mod. Warka)	VAT 14775	W 09335,d		ATU 5, pl. 053, W 9335,d	ATU 1, 93; A. Vaiman, VDI 1974/2, 139, no. 7 obv.	Administrative		Uruk IV
P001207	ATU 5, pl. 053, W 9335,e	Uruk (mod. Warka)	VAT 14773	W 09335,e		ATU 5, pl. 053, W 9335,e	ATU 1, 119	Administrative		Uruk IV
P001208	ATU 5, pl. 053, W 9335,f	Uruk (mod. Warka)	VAT 15149	W 09335,f		ATU 5, pl. 053, W 9335,f	ATU 1, 441	Administrative		Uruk IV
P001209	ATU 5, pl. 053, W 9335,g	Uruk (mod. Warka)	VAT 15019	W 09335,g		ATU 5, pl. 053, W 9335,g	ATU 1, 375	Administrative		Uruk IV
P001210	ATU 5, pl. 054, W 9335,h1	Uruk (mod. Warka)	VAT 14649	W 09335,h1		ATU 5, pl. 054, W 9335,h1	ATU 1, 117	Administrative		Uruk IV
P001211	ATU 5, pl. 054, W 9335,h2	Uruk (mod. Warka)	VAT 14654	W 09335,h2		ATU 5, pl. 054, W 9335,h2	ATU 1, 11	Administrative		Uruk IV
P001212	ATU 5, pl. 054, W 9335,i	Uruk (mod. Warka)	VAT 14747	W 09335,i		ATU 5, pl. 054, W 9335,i	ATU 1, 143	Administrative		Uruk IV
P001214	ATU 5, pl. 054, W 9335,l	Uruk (mod. Warka)	VAT 15046	W 09335,l		ATU 5, pl. 054, W 9335,l	ATU 1, 198	Administrative		Uruk IV
P001215	ATU 5, pl. 054, W 9335,m	Uruk (mod. Warka)	VAT 14923	W 09335,m		ATU 5, pl. 054, W 9335,m		Administrative		Uruk IV
P001217	ATU 5, pl. 054, W 9335,o	Uruk (mod. Warka)	VAT 14963	W 09335,o		ATU 5, pl. 054, W 9335,o	ATU 1, 125	Administrative		Uruk IV
P001218	ATU 5, pl. 054, W 9335,p	Uruk (mod. Warka)	VAT 15250	W 09335,p		ATU 5, pl. 054, W 9335,p	ATU 1, 558	Administrative		Uruk IV
P001219	ATU 5, pl. 054, W 9335,q	Uruk (mod. Warka)	VAT 15105	W 09335,q		ATU 5, pl. 054, W 9335,q	ATU 1, 512	Administrative		Uruk IV
P001220	ATU 5, pl. 055, W 9335,r	Uruk (mod. Warka)	VAT 15139	W 09335,r		ATU 5, pl. 055, W 9335,r	ATU 1, 527	Administrative		Uruk IV
P001221	ATU 5, pl. 055, W 9335,s	Uruk (mod. Warka)	VAT 14928	W 09335,s		ATU 5, pl. 055, W 9335,s	ATU 1, 468	Administrative		Uruk IV
P001222	ATU 5, pl. 055, W 9335,t	Uruk (mod. Warka)	VAT 15190	W 09335,t		ATU 5, pl. 055, W 9335,t	ATU 1, 547	Administrative		Uruk IV
P001223	ATU 5, pl. 055, W 9335,u	Uruk (mod. Warka)	VAT 14964	W 09335,u		ATU 5, pl. 055, W 9335,u	ATU 1, 398	Administrative		Uruk IV
P001224	ATU 5, pl. 055, W 9335,v	Uruk (mod. Warka)	VAT 15347	W 09335,v		ATU 5, pl. 055, W 9335,v	ATU 1, 452	Administrative		Uruk IV
P001226	ATU 5, pl. 056, W 9393,a	Uruk (mod. Warka)	VAT 15004	W 09393,a		ATU 5, pl. 056, W 9393,a	ATU 1, 326	Administrative		Uruk IV
P001227	ATU 5, pl. 056, W 9393,b	Uruk (mod. Warka)	VAT 14903	W 09393,b		ATU 5, pl. 056, W 9393,b	ATU 1, 311;  Spektrum der Wissenschaft, März 1988, 48; Damerow, Mathematiklehren p. 56; Natuur & Techniek 59/9 (1991) 703 ((c)); Vogel, Kurt, Vorgriechische Mathematik I (1958) 018	Administrative		Uruk IV
P001228	ATU 5, pl. 056, W 9393,c	Uruk (mod. Warka)	VAT 15017	W 09393,c		ATU 5, pl. 056, W 9393,c	ATU 1, 350	Administrative		Uruk IV
P001229	ATU 5, pl. 057, W 9393,d	Uruk (mod. Warka)	VAT 15259	W 09393,d		ATU 5, pl. 057, W 9393,d	Copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 110 fig. 36	Administrative		Uruk IV
P001230	ATU 5, pl. 057, W 9393,e	Uruk (mod. Warka)	VAT 15171	W 09393,e		ATU 5, pl. 057, W 9393,e	ATU 1, 289; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 110 fig. 36	Administrative		Uruk IV
P001231	ATU 5, pl. 057, W 9393,f	Uruk (mod. Warka)	VAT 14897	W 09393,f		ATU 5, pl. 057, W 9393,f	ATU 1, 286	Administrative		Uruk IV
P001232	ATU 5, pl. 058, W 9492	Uruk (mod. Warka)	VAT 15298	W 09492		ATU 5, pl. 058, W 9492		Administrative		Uruk IV
P001233	ATU 5, pl. 058, W 9578,a	Uruk (mod. Warka)	VAT 21345	W 09578,a		ATU 5, pl. 058, W 9578,a		Administrative		Uruk IV
P001234	ATU 5, pl. 058, W 9578,b	Uruk (mod. Warka)	VAT 14948	W 09578,b		ATU 5, pl. 058, W 9578,b	ATU 1, 277	Administrative		Uruk IV
P001235	ATU 5, pl. 058, W 9578,c	Uruk (mod. Warka)	VAT 15013	W 09578,c		ATU 5, pl. 058, W 9578,c	ATU 1, 329	Administrative		Uruk IV
P001236	ATU 5, pl. 058, W 9578,d	Uruk (mod. Warka)	VAT 15130	W 09578,d		ATU 5, pl. 058, W 9578,d	ATU 1, 336	Administrative		Uruk IV
P001237	ATU 5, pl. 058, W 9578,e	Uruk (mod. Warka)	VAT 14895	W 09578,e		ATU 5, pl. 058, W 9578,e	ATU 1, 266	Administrative		Uruk IV
P001238	ATU 5, pl. 059, W 9578,f	Uruk (mod. Warka)	VAT 14663	W 09578,f		ATU 5, pl. 059, W 9578,f	ATU 1, 65; A. Vaiman, VDI 1974/2, 139, no. 2 obv.	Administrative		Uruk IV
P001239	ATU 5, pl. 059, W 9578,g	Uruk (mod. Warka)	VAT 14938	W 09578,g		ATU 5, pl. 059, W 9578,g	ATU 1, 299	Administrative		Uruk IV
P001240	ATU 5, pl. 059, W 9578,h	Uruk (mod. Warka)	VAT 15009	W 09578,h		ATU 5, pl. 059, W 9578,h	ATU 1, 310	Administrative		Uruk IV
P001241	ATU 5, pl. 059, W 9578,i	Uruk (mod. Warka)	VAT 14651	W 09578,i		ATU 5, pl. 059, W 9578,i	ATU 1, 31	Administrative		Uruk IV
P001242	ATU 5, pl. 059, W 9578,k	Uruk (mod. Warka)	VAT 14886	W 09578,k		ATU 5, pl. 059, W 9578,k	ATU 1, 517	Administrative		Uruk IV
P001243	ATU 5, pl. 060, W 9578,l	Uruk (mod. Warka)	VAT 14991	W 09578,l		ATU 5, pl. 060, W 9578,l	ATU 1, 348	Administrative		Uruk IV
P001244	ATU 5, pl. 060, W 9578,m	Uruk (mod. Warka)	VAT 15131	W 09578,m		ATU 5, pl. 060, W 9578,m	ATU 1, 343	Administrative		Uruk IV
P001245	ATU 5, pl. 060, W 9578,n	Uruk (mod. Warka)	VAT 14896	W 09578,n		ATU 5, pl. 060, W 9578,n	ATU 1, 274	Administrative		Uruk IV
P001246	ATU 5, pl. 061, W 9578,o	Uruk (mod. Warka)	VAT 14700	W 09578,o		ATU 5, pl. 061, W 9578,o	ATU 1, 72	Administrative		Uruk IV
P001247	ATU 5, pl. 061, W 9578,p	Uruk (mod. Warka)	VAT 14861	W 09578,p		ATU 5, pl. 061, W 9578,p	ATU 1, 256	Administrative		Uruk IV
P001248	ATU 5, pl. 061, W 9578,q	Uruk (mod. Warka)	VAT 14797	W 09578,q		ATU 5, pl. 061, W 9578,q	ATU 1, 225	Administrative		Uruk IV
P001249	ATU 5, pl. 061, W 9579,a	Uruk (mod. Warka)	VAT 14718	W 09579,a		ATU 5, pl. 061, W 9579,a	ATU 1, 75; K. Szarzynska, 1970, 11	Administrative		Uruk IV
P001250	ATU 5, pl. 061, W 9579,b	Uruk (mod. Warka)	VAT 14661	W 09579,b		ATU 5, pl. 061, W 9579,b	ATU 1, 51	Administrative		Uruk IV
P001251	ATU 5, pl. 061, W 9579,c	Uruk (mod. Warka)	VAT 14799	W 09579,c		ATU 5, pl. 061, W 9579,c	ATU 1, 223	Administrative		Uruk IV
P001252	ATU 5, pl. 062, W 9579,d	Uruk (mod. Warka)	VAT 14674	W 09579,d		ATU 5, pl. 062, W 9579,d	ATU 1, 40; Frühe Schrift, p. 56, no. 7.3	Administrative		Uruk IV
P001253	ATU 5, pl. 062, W 9579,e	Uruk (mod. Warka)	VAT 14893	W 09579,e		ATU 5, pl. 062, W 9579,e	ATU 1, 98	Administrative		Uruk IV
P001254	ATU 5, pl. 062, W 9579,f	Uruk (mod. Warka)	VAT 14769	W 09579,f		ATU 5, pl. 062, W 9579,f	ATU 1, 142	Administrative		Uruk IV
P001255	ATU 5, pl. 062, W 9579,g	Uruk (mod. Warka)	VAT 14731	W 09579,g		ATU 5, pl. 062, W 9579,g	ATU 1, 154; K. Szarzynska, 1970, 11; K. Veenhof, Phoenix 24/1, 1978, 27 obv. (c)	Administrative		Uruk IV
P001256	ATU 5, pl. 062, W 9579,h	Uruk (mod. Warka)	VAT 14787	W 09579,h		ATU 5, pl. 062, W 9579,h	ATU 1, 170; K. Szarzynska, 1970, 10	Administrative		Uruk IV
P001257	ATU 5, pl. 062, W 9579,i	Uruk (mod. Warka)	VAT 14756	W 09579,i		ATU 5, pl. 062, W 9579,i	ATU 1, 151	Administrative		Uruk IV
P001258	ATU 5, pl. 062, W 9579,k	Uruk (mod. Warka)	VAT 14820	W 09579,k		ATU 5, pl. 062, W 9579,k	ATU 1, 215	Administrative		Uruk IV
P001259	ATU 5, pl. 062, W 9579,l	Uruk (mod. Warka)	VAT 14724	W 09579,l		ATU 5, pl. 062, W 9579,l	ATU 1, 190	Administrative		Uruk IV
P001260	ATU 5, pl. 063, W 9579,m	Uruk (mod. Warka)	VAT 14743	W 09579,m		ATU 5, pl. 063, W 9579,m	ATU 1, 157; K. Szarzynska, 1970, 11	Administrative		Uruk IV
P001261	ATU 5, pl. 063, W 9579,n	Uruk (mod. Warka)	VAT 14763	W 09579,n		ATU 5, pl. 063, W 9579,n	ATU 1, 53	Administrative		Uruk IV
P001262	ATU 5, pl. 063, W 9579,o	Uruk (mod. Warka)	VAT 14736	W 09579,o		ATU 5, pl. 063, W 9579,o	ATU 1, 167; A. Vaiman, VDI 1974/2, 140 no. 18 obv.	Administrative		Uruk IV
P001263	ATU 5, pl. 063, W 9579,p	Uruk (mod. Warka)	VAT 14753	W 09579,p		ATU 5, pl. 063, W 9579,p	ATU 1, 139	Administrative		Uruk IV
P001264	ATU 5, pl. 063, W 9579,q	Uruk (mod. Warka)	VAT 14741	W 09579,q		ATU 5, pl. 063, W 9579,q	ATU 1, 144	Administrative		Uruk IV
P001265	ATU 5, pl. 063, W 9579,r	Uruk (mod. Warka)	VAT 14830	W 09579,r		ATU 5, pl. 063, W 9579,r	ATU 1, 169	Administrative		Uruk IV
P001266	ATU 5, pl. 063, W 9579,s	Uruk (mod. Warka)	VAT 15249	W 09579,s		ATU 5, pl. 063, W 9579,s	ATU 1, 337	Administrative		Uruk IV
P001267	ATU 5, pl. 064, W 9579,t	Uruk (mod. Warka)	VAT 15074	W 09579,t		ATU 5, pl. 064, W 9579,t	ATU 1, 307	Administrative		Uruk IV
P001268	ATU 5, pl. 064, W 9579,u	Uruk (mod. Warka)	VAT 15018	W 09579,u		ATU 5, pl. 064, W 9579,u	ATU 1, 352	Administrative		Uruk IV
P001269	ATU 5, pl. 064, W 9579,v	Uruk (mod. Warka)	VAT 15076	W 09579,v		ATU 5, pl. 064, W 9579,v	ATU 1, 306	Administrative		Uruk IV
P001270	ATU 5, pl. 065, W 9579,w	Uruk (mod. Warka)	VAT 15170	W 09579,w		ATU 5, pl. 065, W 9579,w	ATU 1, 285	Administrative		Uruk IV
P001271	ATU 5, pl. 065, W 9579,x	Uruk (mod. Warka)	VAT 14872	W 09579,x		ATU 5, pl. 065, W 9579,x	ATU 1, 129	Administrative		Uruk IV
P001272	ATU 5, pl. 065, W 9579,y	Uruk (mod. Warka)	VAT 14791	W 09579,y		ATU 5, pl. 065, W 9579,y	ATU 1, 81	Administrative		Uruk IV
P001273	ATU 5, pl. 065, W 9579,z	Uruk (mod. Warka)	VAT 14684	W 09579,z		ATU 5, pl. 065, W 9579,z	ATU 1, 41; A. Vaiman, VDI 1972/1, 125 obv. no. 1 (s. BagM 21, 1990, 105)	Administrative		Uruk IV
P001274	ATU 5, pl. 065, W 9579,aa	Uruk (mod. Warka)	VAT 14817	W 09579,aa		ATU 5, pl. 065, W 9579,aa	ATU 1, 208; A. Vaiman, VDI 1974/2, 140 no. 17	Administrative		Uruk IV
P001275	ATU 5, pl. 065, W 9579,ab	Uruk (mod. Warka)	VAT 14952	W 09579,ab		ATU 5, pl. 065, W 9579,ab	ATU 1, 97	Administrative		Uruk IV
P001276	ATU 5, pl. 066, W 9579,ac	Uruk (mod. Warka)	VAT 14781	W 09579,ac		ATU 5, pl. 066, W 9579,ac	ATU 1, 21; A. Vaiman, VDI 1974/2, 140 no. 19 obv.	Administrative		Uruk IV
P001277	ATU 5, pl. 066, W 9579,ad	Uruk (mod. Warka)	VAT 14779	W 09579,ad		ATU 5, pl. 066, W 9579,ad	ATU 1, 42	Administrative		Uruk IV
P001278	ATU 5, pl. 066, W 9579,ae	Uruk (mod. Warka)	VAT 14670	W 09579,ae		ATU 5, pl. 066, W 9579,ae	ATU 1, 235	Administrative		Uruk IV
P001279	ATU 5, pl. 066, W 9579,af	Uruk (mod. Warka)	VAT 14761	W 09579,af		ATU 5, pl. 066, W 9579,af	ATU 1, 137; K. Szarzynska, 1970, 13	Administrative		Uruk IV
P001280	ATU 5, pl. 066, W 9579,ag	Uruk (mod. Warka)	VAT 14650	W 09579,ag		ATU 5, pl. 066, W 9579,ag	ATU 1, 20; A. Vaiman, unsichere Publikation, in Ordner; A. Vaiman, ActAnt. 22, 1974, 24 obv.; K. Szarzynska, 1970, 11	Administrative		Uruk IV
P001281	ATU 5, pl. 066, W 9579,ah	Uruk (mod. Warka)	VAT 14776	W 09579,ah		ATU 5, pl. 066, W 9579,ah	ATU 1, 86; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 160 fig. 55	Administrative		Uruk IV
P001282	ATU 5, pl. 066, W 9579,ai	Uruk (mod. Warka)	VAT 14774	W 09579,ai		ATU 5, pl. 066, W 9579,ai	ATU 1, 94; M. Lambert, Archeologia 12, 9-10, 1966, 29	Administrative		Uruk IV
P001283	ATU 5, pl. 066, W 9579,ak	Uruk (mod. Warka)	VAT 14690	W 09579,ak		ATU 5, pl. 066, W 9579,ak	ATU 1, 8	Administrative		Uruk IV
P001284	ATU 5, pl. 066, W 9579,al	Uruk (mod. Warka)	VAT 14810	W 09579,al		ATU 5, pl. 066, W 9579,al	ATU 1, 202; A. Vaiman, VDI 1974/2, 140 no. 16	Administrative		Uruk IV
P001285	ATU 5, pl. 066, W 9579,am	Uruk (mod. Warka)	VAT 14689	W 09579,am		ATU 5, pl. 066, W 9579,am	ATU 1, 12; K. Szarzynska, 1970, 13	Administrative		Uruk IV
P001286	ATU 5, pl. 067, W 9579,an	Uruk (mod. Warka)	VAT 14764	W 09579,an		ATU 5, pl. 067, W 9579,an	ATU 1, 145	Administrative		Uruk IV
P001287	ATU 5, pl. 067, W 9579,ao	Uruk (mod. Warka)	VAT 14767	W 09579,ao		ATU 5, pl. 067, W 9579,ao	ATU 1, 146	Administrative		Uruk IV
P001288	ATU 5, pl. 067, W 9579,ap	Uruk (mod. Warka)	VAT 14713	W 09579,ap		ATU 5, pl. 067, W 9579,ap	ATU 1, 9	Administrative		Uruk IV
P001289	ATU 5, pl. 067, W 9579,aq	Uruk (mod. Warka)	VAT 14828	W 09579,aq		ATU 5, pl. 067, W 9579,aq	ATU 1, 174	Administrative		Uruk IV
P001290	ATU 5, pl. 067, W 9579,ar	Uruk (mod. Warka)	VAT 14892	W 09579,ar		ATU 5, pl. 067, W 9579,ar	ATU 1, 246	Administrative		Uruk IV
P001291	ATU 5, pl. 067, W 9579,as	Uruk (mod. Warka)	VAT 14836	W 09579,as		ATU 5, pl. 067, W 9579,as	ATU 1, 165; K. Veenhof, Phoenix 24/1, 1978, 27 obv. (c)	Administrative		Uruk IV
P001292	ATU 5, pl. 067, W 9579,at	Uruk (mod. Warka)	VAT 14894	W 09579,at		ATU 5, pl. 067, W 9579,at	ATU 1, 99	Administrative		Uruk IV
P001293	ATU 5, pl. 067, W 9579,au	Uruk (mod. Warka)	VAT 14804	W 09579,au		ATU 5, pl. 067, W 9579,au	ATU 1, 226	Administrative		Uruk IV
P001294	ATU 5, pl. 068, W 9579,av	Uruk (mod. Warka)	VAT 14712	W 09579,av		ATU 5, pl. 068, W 9579,av	ATU 1, 28; K. Szarzynska, 1970, 13; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 154 fig. 52	Administrative		Uruk IV
P001295	ATU 5, pl. 068, W 9579,aw	Uruk (mod. Warka)	VAT 14687	W 09579,aw		ATU 5, pl. 068, W 9579,aw	ATU 1, 67	Administrative		Uruk IV
P001296	ATU 5, pl. 068, W 9579,ax	Uruk (mod. Warka)	VAT 14765	W 09579,ax		ATU 5, pl. 068, W 9579,ax	ATU 1, 138; K. Szarzynska, 1970, 10	Administrative		Uruk IV
P001297	ATU 5, pl. 068, W 9579,ay	Uruk (mod. Warka)	VAT 14732	W 09579,ay		ATU 5, pl. 068, W 9579,ay	ATU 1, 164	Administrative		Uruk IV
P001298	ATU 5, pl. 068, W 9579,az	Uruk (mod. Warka)	VAT 15305	W 09579,az		ATU 5, pl. 068, W 9579,az	ATU 1, 178	Administrative		Uruk IV
P001299	ATU 5, pl. 068, W 9579,ba	Uruk (mod. Warka)	VAT 14676	W 09579,ba		ATU 5, pl. 068, W 9579,ba	ATU 1, 60	Administrative		Uruk IV
P001300	ATU 5, pl. 068, W 9579,bb	Uruk (mod. Warka)	VAT 14664	W 09579,bb		ATU 5, pl. 068, W 9579,bb	ATU 1, 66	Administrative		Uruk IV
P001301	ATU 5, pl. 068, W 9579,bc	Uruk (mod. Warka)	VAT 14733	W 09579,bc		ATU 5, pl. 068, W 9579,bc	ATU 1, 153; K. Szarzynska, 1970, 10	Administrative		Uruk IV
P001302	ATU 5, pl. 069, W 9579,bd	Uruk (mod. Warka)	VAT 14819	W 09579,bd		ATU 5, pl. 069, W 9579,bd	ATU 1, 216	Administrative		Uruk IV
P001303	ATU 5, pl. 069, W 9579,be	Uruk (mod. Warka)	VAT 14673	W 09579,be		ATU 5, pl. 069, W 9579,be	ATU 1, 59	Administrative		Uruk IV
P001304	ATU 5, pl. 069, W 9579,bf	Uruk (mod. Warka)	VAT 14824	W 09579,bf		ATU 5, pl. 069, W 9579,bf	ATU 1, 217	Administrative		Uruk IV
P001305	ATU 5, pl. 069, W 9579,bg	Uruk (mod. Warka)	VAT 14699	W 09579,bg		ATU 5, pl. 069, W 9579,bg	ATU 1, 50	Administrative		Uruk IV
P001306	ATU 5, pl. 069, W 9579,bh	Uruk (mod. Warka)	VAT 14686	W 09579,bh		ATU 5, pl. 069, W 9579,bh	ATU 1, 73	Administrative		Uruk IV
P001307	ATU 5, pl. 069, W 9579,bi	Uruk (mod. Warka)	VAT 14717	W 09579,bi		ATU 5, pl. 069, W 9579,bi	ATU 1, 25	Administrative		Uruk IV
P001308	ATU 5, pl. 069, W 9579,bk	Uruk (mod. Warka)	VAT 14821	W 09579,bk		ATU 5, pl. 069, W 9579,bk	ATU 1, 218	Administrative		Uruk IV
P001309	ATU 5, pl. 069, W 9579,bl	Uruk (mod. Warka)	VAT 14838	W 09579,bl		ATU 5, pl. 069, W 9579,bl	ATU 1, 101	Administrative		Uruk IV
P001310	ATU 5, pl. 070, W 9579,bm	Uruk (mod. Warka)	VAT 14681	W 09579,bm		ATU 5, pl. 070, W 9579,bm	ATU 1, 30; A. Vaiman, VDI 1974/2, 139, no. 3 obv.	Administrative		Uruk IV
P001313	ATU 5, pl. 070, W 9579,bq	Uruk (mod. Warka)	VAT 14693	W 09579,bq		ATU 5, pl. 070, W 9579,bq	ATU 1, 54; K. Szarzynska, 1970, 11	Administrative		Uruk IV
P001314	ATU 5, pl. 070, W 9579,br	Uruk (mod. Warka)	VAT 15205	W 09579,br		ATU 5, pl. 070, W 9579,br	ATU 1, 4; M. Lambert, Archeologia 12, 9-10, 1966, 29; K. Szarzynska, JCS 46 (1994) 1-10, tag no. 2; copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 60 fig. 18	Administrative		Uruk IV
P001315	ATU 5, pl. 070, W 9579,bs	Uruk (mod. Warka)	VAT 14722	W 09579,bs		ATU 5, pl. 070, W 9579,bs	ATU 1, 155	Administrative		Uruk IV
P001316	ATU 5, pl. 070, W 9579,bt	Uruk (mod. Warka)	VAT 14771	W 09579,bt		ATU 5, pl. 070, W 9579,bt	ATU 1, 90	Administrative		Uruk IV
P001317	ATU 5, pl. 070, W 9579,bu	Uruk (mod. Warka)	VAT 14671	W 09579,bu		ATU 5, pl. 070, W 9579,bu	ATU 1, 10	Administrative		Uruk IV
P001318	ATU 5, pl. 070, W 9579,bv	Uruk (mod. Warka)	VAT 14818	W 09579,bv		ATU 5, pl. 070, W 9579,bv	ATU 1, 210	Administrative		Uruk IV
P001319	ATU 5, pl. 070, W 9579,bw	Uruk (mod. Warka)	VAT 14803	W 09579,bw		ATU 5, pl. 070, W 9579,bw	ATU 1, 220; K. Szarzynska, 1970, 10	Administrative		Uruk IV
P001320	ATU 5, pl. 071, W 9579,bx	Uruk (mod. Warka)	VAT 14789	W 09579,bx		ATU 5, pl. 071, W 9579,bx	ATU 1, 87	Administrative		Uruk IV
P001321	ATU 5, pl. 071, W 9579,by1	Uruk (mod. Warka)	VAT 14668	W 09579,by1		ATU 5, pl. 071, W 9579,by1	ATU 1, 49; A. Vaiman, VDI 1974/2, 139, no. 9 obv.	Administrative		Uruk IV
P001322	ATU 5, pl. 071, W 9579,by2	Uruk (mod. Warka)	VAT 15300	W 09579,by2		ATU 5, pl. 071, W 9579,by2	ATU 1, 3; Frühe Schrift, p. 56, no. 7.1; K. Szarzynska, JCS 46 (1994) 1-10, tag no. 7 copy published R. Englund in J. Bauer, R. Englund and M. Krebernik, OBO 160/1 (Freiburg Switzerland 1998) 60 fig. 18	Administrative		Uruk IV
P001323	ATU 5, pl. 071, W 9579,bz	Uruk (mod. Warka)	VAT 14702	W 09579,bz		ATU 5, pl. 071, W 9579,bz	ATU 1, 47	Administrative		Uruk IV
P001324	ATU 5, pl. 071, W 9579,ca	Uruk (mod. Warka)	VAT 14740	W 09579,ca		ATU 5, pl. 071, W 9579,ca	ATU 1, 140	Administrative		Uruk IV
P001325	ATU 5, pl. 071, W 9579,cb	Uruk (mod. Warka)	VAT 14704	W 09579,cb		ATU 5, pl. 071, W 9579,cb	ATU 1, 74; A. Vaiman, VDI 1974/2, 140 no. 14 obv. (s. BagM 21, 1990, 117)	Administrative		Uruk IV
P001326	ATU 5, pl. 071, W 9579,cc	Uruk (mod. Warka)	VAT 14933	W 09579,cc		ATU 5, pl. 071, W 9579,cc	ATU 1, 318	Administrative		Uruk IV
P001327	ATU 5, pl. 071, W 9579,cd	Uruk (mod. Warka)	VAT 14805	W 09579,cd		ATU 5, pl. 071, W 9579,cd	ATU 1, 227	Administrative		Uruk IV
P001328	ATU 5, pl. 071, W 9579,ce	Uruk (mod. Warka)	VAT 14795	W 09579,ce		ATU 5, pl. 071, W 9579,ce	ATU 1, 229; K. Szarzynska, 1970, 11	Administrative		Uruk IV
P001329	ATU 5, pl. 072, W 9579,cf	Uruk (mod. Warka)	VAT 14809	W 09579,cf		ATU 5, pl. 072, W 9579,cf	ATU 1, 204; A. Vaiman, VDI 1974/2, 139, no. 5	Administrative		Uruk IV
P001330	ATU 5, pl. 072, W 9579,cg	Uruk (mod. Warka)	VAT 14792	W 09579,cg		ATU 5, pl. 072, W 9579,cg	ATU 1, 100	Administrative		Uruk IV
P001331	ATU 5, pl. 072, W 9579,ch	Uruk (mod. Warka)	VAT 14815	W 09579,ch		ATU 5, pl. 072, W 9579,ch	ATU 1, 213; A. Vaiman, VDI 1974/2, 139, no. 6	Administrative		Uruk IV
P001332	ATU 5, pl. 072, W 9579,ci	Uruk (mod. Warka)	VAT 14998	W 09579,ci		ATU 5, pl. 072, W 9579,ci	ATU 1, 323; K. Szarzynska, 1970, 13	Administrative		Uruk IV
