serial	char	cdli	ap23-name	action	comment	pcsl	new-name	new-code	sort	components
1032.1	𒨯	SIG7	SIG7 VARIANT 1			SIG₇~v1			3001	
1033	𒨰	SIKIL	SIKIL	remove		SIKIL			3002	
1034	𒨱	SILA3~a	SILA3-A			SILA₃~a			3041	
1035	𒨲	SILA3~b	SILA3-B			SILA₃~b			3097	
1036	𒨳	SILA3~c	SILA3-C			SILA₃~c			3103	
1037	𒨴	SILA4~a	SILA4-A			SILA₄~a			3109	
1038	𒨵	SILA4~b	SILA4-B			SILA₄~b			3110	
1039	𒨶	SILA4~c	SILA4-C			SILA₄~c			3111	
1040	𒨷	SILA4~d	SILA4-D			SILA₄~d			3113	
1041	𒨸	SILANITA	SILANITA			SILANITA			3114	
1042	𒨹	SIMUG	SIMUG			SIMUG			3116	
1042.1	𒨺	SIMUG	SIMUG VARIANT 1			SIMUG~v1			3117	
1043	𒨻	SIPA	SIPA			SIPA			3118	
1044	𒨼	SU~a	SU-A			SU~a			3121	
1044.1	𒨽	SU~a	SU-A VARIANT 1			SU~a~v1			3124	
1045	𒨾	SU~b	SU-B			SU~b			3125	
1046	𒨿	SU3	SU3			SU₃			3127	
1047	𒩀	SUG	SUG			SUG			3129	
1048	𒩁	SUG5	SUG5			SUG₅			3130	
1049	𒩂	SUH3	SUH3			SUH₃			3132	
1050	𒩃	SUHUR	SUHUR			SUHUR			3133	
1051	𒩄	SUHUR@g	SUHUR GUNU			SUHUR@g			3138	
1052	𒩅	SUHUR@n	SUHUR NUTILLU			SUHUR@n			3139	
1053	𒩆	SUKKAL	SUKKAL			SUKKAL			3141	
1054	𒩇	SUKUD	SUKUD			SUKUD			3143	
1055	𒩈	SUKUD@g~a	SUKUD GUNU-A			SUKUD@g~a			3155	
1056	𒩉	SUKUD@g~b	SUKUD GUNU-B			SUKUD@g~b			3156	
1056.1	𒩊	SUKUD@g~b	SUKUD GUNU-B VARIANT 1			SUKUD@g~b~v1			3157	
1057	𒩋	SUKUD@g~c	SUKUD GUNU-C			SUKUD@g~c			3158	
1058	𒩌	SUKUD@g~d	SUKUD GUNU-D			SUKUD@g~d			3159	
1059	𒩍	SUM~a	SUM-A			SUM~a			3162	
1059.1	𒩎	SUM~a	SUM-A VARIANT 1			SUM~a~v1			3163	
1060	𒩏	SUM~a@t	SUM-A TENU			SUM~a@t			3164	
1061	𒩐	SUM~b	SUM-B			SUM~b			3165	
1062	𒩑	SUMASZ	SUMASH			SUMAŠ			3167	
1063	𒩒	SUR	SUR			SUR			3168	
1064	𒩓	SUSA	SUSA			SUSA			3169	
1065	𒩔	TA~a	TA-A			TA~a			3373	
1066	𒩕	TA~b	TA-B			TA~b			3374	
1067	𒩖	TA~c	TA-C			TA~c			3375	
1068	𒩗	TA~d	TA-D			TA~d			3376	
1069	𒩘	TA~e	TA-E			TA~e			3378	
1070	𒩙	TA~f	TA-F	remove		TA~f			3379	
1071	𒩚	TAG~a1	TAG-A1			TAG~a1			3381	
1072	𒩛	TAG~a1@t	TAG-A1 TENU			TAG~a1@t			3382	
1073	𒩜	TAG~a2	TAG-A2			TAG~a2			3383	
1074	𒩝	TAG~a3	TAG-A3			TAG~a3			3384	
1075	𒩞	TAG~a4	TAG-A4			TAG~a4			3385	
1076	𒩟	TAG~b	TAG-B			TAG~b			3386	
1077	𒩠	TAG~c	TAG-C			TAG~c			3387	
1078	𒩡	TAG~d	TAG-D			TAG~d			3388	
1079	𒩢	TAK4~a	TAK4-A			TAK₄~a			3392	
1079.1	𒩣	TAK4~a	TAK4-A VARIANT 1			TAK₄~a~v1			3393	
1080	𒩤	TAK4~a@n	TAK4-A NUTILLU			TAK₄~a@n			3394	
1081	𒩥	TAK4~c	TAK4-C			TAK₄~c			3395	
1082	𒩦	TAR~a	TAR-A			TAR~a			3398	
1083	𒩧	TAR~d	TAR-D	remove		TAR~d			3401	
1084	𒩨	TE	TE			TE			3402	
1085	𒩩	TI	TI			TI			3404	
1085.1	𒩪	TI	TI VARIANT 1			TI~v1			3406	
1086	𒩫	TI@t	TI TENU			TI@t			3409	
1087	𒩬	TI@g	TI GUNU			TI@g			3407	
1088	𒩭	TI@r	TI REVERSED			TI@r			3408	
1089	𒩮	TIDNUM	TIDNUM			TIDNUM			3410	
1090	𒩯	TILLA2	TILLA2			TILLA₂			3411	
1091	𒩰	TU~a	TU-A			TU~a			3413	
1092	𒩱	TU~b	TU-B			TU~b			3414	
1093	𒩲	TU~c	TU-C			TU~c			3416	
1094	𒩳	TUG2~a	TUG2-A			TUG₂~a			3420	
1095	𒩴	TUG2~a@g	TUG2-A GUNU			TUG₂~a@g			3423	
1095.1	𒩵	TUG2~a@g	TUG2-A GUNU VARIANT 1			TUG₂~a@g~v1			3425	
1096	𒩶	TUG2~b	TUG2-B			TUG₂~b			3426	
1097	𒩷	TUG2~c	TUG2-C			TUG₂~c			3427	
1098	𒩸	TUG2~d	TUG2-D			TUG₂~d			3428	
1099	𒩹	TUM~a	TUM-A			TUM~a			3435	
1100	𒩺	TUM~a@g	TUM-A GUNU			TUM~a@g			3436	
1101	𒩻	TUM~b	TUM-B			TUM~b			3437	
1102	𒩼	TUM~c	TUM-C			TUM~c			3438	
1103	𒩽	TUM~d	TUM-D			TUM~d			3439	
1104	𒩾	TUN3~a	TUN3-A			TUN₃~a			3443	
1105	𒩿	TUN3~b	TUN3-B			TUN₃~b			3444	
1106	𒪀	TUN3~c	TUN3-C			TUN₃~c			3445	
1107	𒪁	TUR	TUR			TUR			3446	
1107.1	𒪂	TUR	TUR VARIANT 1			TUR~v1			3448	
1107.2	𒪃	TUR	TUR VARIANT 2			TUR~v2			3450	
1107.3	𒪄	TUR	TUR VARIANT 3			TUR~v3			3451	
1108	𒪅	TUR@g	TUR GUNU			TUR@g			3452	
1109	𒪆	TUR3~a	TUR3-A			TUR₃~a			3456	
1110	𒪇	TUR3~a@n	TUR3-A NUTILLU			TUR₃~a@n			3458	
1111	𒪈	TUR3~b	TUR3-B			TUR₃~b			3459	
1112	𒪉	TUR3~c	TUR3-C			TUR₃~c			3461	
1113	𒪊	U2~a	U2-A			U₂~a			5912	
1114	𒪋	U2~b	U2-B			U₂~b			5913	
1114.1	𒪌	U2~b	U2-B VARIANT 1			U₂~b~v1			5914	
1114.2	𒪍	U2~b	U2-B VARIANT 2			U₂~b~v2			5915	
1115	𒪎	U2~c	U2-C			U₂~c			5916	
1116	𒪏	U4	U4			U₄			3464	
1117	𒪐	U4@t	U4 TENU			U₄@t			5917	
1118	𒪑	U8	U8			U₈			3533	
1118.1	𒪒	U8	U8 VARIANT 1			U₈~v1			5918	
1118.2	𒪓	U8	U8 VARIANT 2			U₈~v2			5919	
1118.3	𒪔	U8	U8 VARIANT 3			U₈~v3			5920	
1119	𒪕	UB	UB			UB			5921	
1120	𒪖	UBI~a	UBI-A			UBI~a			5923	
1121	𒪗	UBI~c	UBI-C			UBI~c			5924	
1121.1	𒪘	UBI~c	UBI-C VARIANT 1			UBI~c~v1			5925	
1122	𒪙	UD5~a	UD5-A			UD₅~a			5929	
1122.1	𒪚	UD5~a	UD5-A VARIANT 1			UD₅~a~v1			5930	
1122.2	𒪛	UD5~a	UD5-A VARIANT 2			UD₅~a~v2			5931	
1123	𒪜	UD5~a@g	UD5-A GUNU			UD₅~a@g			5932	
1124	𒪝	UD5~b	UD5-B			UD₅~b			5933	
1125	𒪞	UD5~c	UD5-C			UD₅~c			5934	
1126	𒪟	UDU~a	UDU-A			UDU~a			5939	
1127	𒪠	UDU~b	UDU-B			UDU~b			5945	
1128	𒪡	UDU~c	UDU-C			UDU~c			5946	
1129	𒪢	UDUNITA~a	UDUNITA-A			UDUNITA~a			5950	
1130	𒪣	UDUNITA~b	UDUNITA-B			UDUNITA~b			5951	
1131	𒪤	UDUNITA~c	UDUNITA-C			UDUNITA~c			5952	
1132	𒪥	UET2_405	UET2_405	remove		BAU405			630	
1133	𒪦	UH	UH			UH			5954	
1134	𒪧	UH3~a	UH3-A			UH₃~a			5956	
1135	𒪨	UH3~a@t	UH3-A TENU			UH₃~a@t			5957	
1136	𒪩	UH3~b	UH3-B			UH₃~b			5958	
1137	𒪪	UKKIN~a	UKKIN-A			UKKIN~a			5971	
1137.1	𒪫	UKKIN~a	UKKIN-A VARIANT 1			UKKIN~a~v1			5972	
1138	𒪬	UKKIN~b	UKKIN-B			UKKIN~b			5973	
1138.1	𒪭	UKKIN~b	UKKIN-B VARIANT 1			UKKIN~b~v1			5983	
1139	𒪮	UKKIN~c	UKKIN-C			UKKIN~c			5985	
1140	𒪯	UMBIN~a	UMBIN-A			UMBIN~a			5988	
1141	𒪰	UMBIN~b1	UMBIN-B1			UMBIN~b1			5989	
1142	𒪱	UMBIN~b2	UMBIN-B2			UMBIN~b2			5990	
1143	𒪲	UMBIN~c	UMBIN-C			UMBIN~c			5991	
1144	𒪳	UMUN2	UMUN2			UMUN₂			5992	
1144.1	𒪴	UMUN2	UMUN2 VARIANT 1			UMUN₂~v1			5993	
1145	𒪵	UNUG~a	UNUG-A			UNUG~a			5996	
1145.1	𒪶	UNUG~a	UNUG-A VARIANT 1			UNUG~a~v1			5998	
1146	𒪷	UNUG~a@s	UNUG-A SHESSHIG			UNUG~a@s			6000	
1147	𒪸	UNUG~b	UNUG-B			UNUG~b			6001	
1148	𒪹	UNUG~c	UNUG-C			UNUG~c			6002	
1149	𒪺	UR~a	UR-A			UR~a			6006	
1150	𒪻	UR~a@g	UR-A GUNU			UR~a@g			6009	
1151	𒪼	UR~b	UR-B			UR~b			6010	
1152	𒪽	UR~c	UR-C			UR~c			6011	
1153	𒪾	UR2	UR2			UR₂			6013	
1154	𒪿	UR3~a1	UR3-A1			UR₃~a1			6022	
1154.1	𒫀	UR3~a1	UR3-A1 VARIANT 1			UR₃~a1~v1			6023	
1155	𒫁	UR3~a2	UR3-A2			UR₃~a2			6024	
1156	𒫂	UR3~a3	UR3-A3			UR₃~a3			6025	
1157	𒫃	UR3~b1	UR3-B1			UR₃~b1			6026	
1158	𒫄	UR3~b2	UR3-B2			UR₃~b2			6028	
1159	𒫅	UR4~a	UR4-A			UR₄~a			6030	
1160	𒫆	UR4~b	UR4-B			UR₄~b			6031	
1161	𒫇	UR4~c	UR4-C			UR₄~c			6032	
1162	𒫈	UR5~a	UR5-A			UR₅~a			6033	
1163	𒫉	UR5~b	UR5-B			UR₅~b			6034	
1164	𒫊	URI	URI			URI			6035	
1165	𒫋	URI2	URI2	remove		URI₂			6036	
1166	𒫌	URI3~a	URI3-A			URI₃~a			6040	
1166.1	𒫍	URI3~a	URI3-A VARIANT 1			URI₃~a~v1			6042	
1167	𒫎	URI3~b	URI3-B			URI₃~b			6043	
1168	𒫏	URI5	URI5			URI₅			6039	
1169	𒫐	URU~a1	URU-A1			URU~a1			6058	
1170	𒫑	URU~a1@n	URU-A1 NUTILLU			URU~a1@n			6072	
1171	𒫒	URU~a2	URU-A2			URU~a2			6073	
1172	𒫓	URU~b1	URU-B1			URU~b1			6077	
1173	𒫔	URU~b2	URU-B2			URU~b2			6078	
1174	𒫕	URU~c	URU-C			URU~c			6079	
1175	𒫖	URUDU~a	URUDU-A			URUDU~a			6082	
1175.1	𒫗	URUDU~a	URUDU-A VARIANT 1			URUDU~a~v1			6083	
1175.2	𒫘	URUDU~a	URUDU-A VARIANT 2			URUDU~a~v2			6084	
1176	𒫙	URUDU~c	URUDU-C			URUDU~c			6085	
1177	𒫚	URUDU~d	URUDU-D			URUDU~d			6086	
1178	𒫛	URUDU@g~a	URUDU GUNU-A			URUDU@g~a			6088	
1179	𒫜	URUDU@g~b	URUDU GUNU-B			URUDU@g~b			6089	
1180	𒫝	URUDU@g~c	URUDU GUNU-C			URUDU@g~c			6090	
1181	𒫞	URUDU@g~d	URUDU GUNU-D			URUDU@g~d			6091	
1182	𒫟	USZ~a	USH-A			UŠ~a			6095	
1183	𒫠	USZ~b	USH-B			UŠ~b			6097	
1183.1	𒫡	USZ~b	USH-B VARIANT 1			UŠ~b~v1			6102	
1184	𒫢	USZUMGAL	USHUMGAL			UŠUMGAL			6105	
1185	𒫣	USZUR3~a	USHUR3-A	remove		UŠUR₃~a			6107	
1186	𒫤	USZUR3~b1	USHUR3-B1			UŠUR₃~b1			6108	
1187	𒫥	USZUR3~b2	USHUR3-B2			UŠUR₃~b2			6109	
1188	𒫦	UTUA~a	UTUA-A			UTUA~a			6111	
1189	𒫧	UTUA~a@t	UTUA-A TENU			UTUA~a@t			6112	
1190	𒫨	UTUA~b	UTUA-B			UTUA~b			6113	
1190.1	𒫩	UTUA~b	UTUA-B VARIANT 1			UTUA~b~v1			6114	
1191	𒫪	UTUL~a	UTUL-A			UTUL~a			6117	
1192	𒫫	UTUL~b	UTUL-B			UTUL~b			6118	
1193	𒫬	UTUL~c	UTUL-C			UTUL~c			6119	
1194	𒫭	UTUL~d	UTUL-D			UTUL~d			6120	
1195	𒫮	UZU	UZU			UZU			6123	
1196	𒫯	ZA~x	ZA-X	rename		ZA~v	PROTO-CUNEIFORM SIGN ZA-V		6131	
1197	𒫰	ZABALAM~a	ZABALAM-A			ZABALAM~a			6134	
1198	𒫱	ZABALAM~b	ZABALAM-B			ZABALAM~b			6135	
1199	𒫲	ZADIM	ZADIM	remove		ZADIM			6136	
1200	𒫳	ZAG~a	ZAG-A			ZAG~a			6138	
1200.1	𒫴	ZAG~a	ZAG-A VARIANT 1			ZAG~a~v1			6139	
1201	𒫵	ZAG~b	ZAG-B			ZAG~b			6140	
1202	𒫶	ZAG~c	ZAG-C			ZAG~c			6141	
1203	𒫷	ZAR~a	ZAR-A			ZAR~a			6143	
1204	𒫸	ZAR~b1	ZAR-B1			ZAR~b1			6144	
1205	𒫹	ZAR~b2	ZAR-B2			ZAR~b2			6145	
1206	𒫺	ZAR~c	ZAR-C			ZAR~c			6146	
1207	𒫻	ZATU620	ZATU620			ZATU620			6782	
1208	𒫼	ZATU621~a	ZATU621-A			ZATU621~a			6784	
1209	𒫽	ZATU621~b	ZATU621-B			ZATU621~b			6785	
1210	𒫾	ZATU621~c	ZATU621-C			ZATU621~c			6786	
1211	𒫿	ZATU621~d	ZATU621-D			ZATU621~d			6787	
1212	𒬀	ZATU622	ZATU622			ZATU622			6788	
1213	𒬁	ZATU623	ZATU623			ZATU623			6789	
1213.1	𒬂	ZATU623	ZATU623 VARIANT 1			ZATU623~v1			6790	
1213.2	𒬃	ZATU623	ZATU623 VARIANT 2			ZATU623~v2			6791	
1214	𒬄	ZATU624~a	ZATU624-A			ZATU624~a			6793	
1215	𒬅	ZATU624~b	ZATU624-B			ZATU624~b			6794	
1216	𒬆	ZATU624~c	ZATU624-C			ZATU624~c			6795	
1217	𒬇	ZATU625	ZATU625			ZATU625			6796	
1217.1	𒬈	ZATU625	ZATU625 VARIANT 1			ZATU625~v1			6797	
1218	𒬉	ZATU626~a	ZATU626-A			ZATU626~a			6799	
1219	𒬊	ZATU626~b	ZATU626-B			ZATU626~b			6800	
1220	𒬋	ZATU626~c	ZATU626-C			ZATU626~c			6801	
1221	𒬌	ZATU627	ZATU627			ZATU627			6802	
1222	𒬍	ZATU628~a	ZATU628-A			ZATU628~a			6804	
1222.1	𒬎	ZATU628~a	ZATU628-A VARIANT 1			ZATU628~a~v1			6805	
1223	𒬏	ZATU628~b	ZATU628-B			ZATU628~b			6806	
1224	𒬐	ZATU629	ZATU629			ZATU629			6807	
1224.1	𒬑	ZATU629	ZATU629 VARIANT 1			ZATU629~v1			6808	
1225	𒬒	ZATU630	ZATU630			ZATU630			6809	
1226	𒬓	ZATU631	ZATU631			ZATU631			6810	
1227	𒬔	ZATU632~a	ZATU632-A			ZATU632~a			6812	
1227.1	𒬕	ZATU632~a	ZATU632-A VARIANT 1			ZATU632~a~v1			6813	
1228	𒬖	ZATU632~b	ZATU632-B			ZATU632~b			6814	
1229	𒬗	ZATU632~c	ZATU632-C			ZATU632~c			6815	
1230	𒬘	ZATU633~a	ZATU633-A			ZATU633~a			6817	
1231	𒬙	ZATU633~b	ZATU633-B			ZATU633~b			6818	
1232	𒬚	ZATU634	ZATU634			ZATU634			6819	
1233	𒬛	ZATU635	ZATU635			ZATU635			6820	
1234	𒬜	ZATU636	ZATU636			ZATU636			6821	
1234.1	𒬝	ZATU636	ZATU636 VARIANT 1			ZATU636~v1			6822	
1235	𒬞	ZATU637	ZATU637			ZATU637			6823	
1236	𒬟	ZATU639	ZATU639			ZATU639			6825	
1237	𒬠	ZATU640	ZATU640			ZATU640			6826	
1238	𒬡	ZATU641	ZATU641			ZATU641			6827	
1239	𒬢	ZATU642	ZATU642			ZATU642			6828	
1240	𒬣	ZATU643	ZATU643			ZATU643			6829	
1241	𒬤	ZATU644~a	ZATU644-A			ZATU644~a			6832	
1242	𒬥	ZATU644~b	ZATU644-B			ZATU644~b			6834	
1243	𒬦	ZATU646	ZATU646			ZATU646			6836	
1244	𒬧	ZATU647	ZATU647			ZATU647			6837	
1244.1	𒬨	ZATU647	ZATU647 VARIANT 1			ZATU647~v1			6838	
1245	𒬩	ZATU648	ZATU648			ZATU648			6839	
1246	𒬪	ZATU649	ZATU649			ZATU649			6840	
1246.1	𒬫	ZATU649	ZATU649 VARIANT 1			ZATU649~v1			6841	
1247	𒬬	ZATU650	ZATU650			ZATU650			6842	
1248	𒬭	ZATU651	ZATU651			ZATU651			6843	
1248.1	𒬮	ZATU651	ZATU651 VARIANT 1			ZATU651~v1			6857	
1248.2	𒬯	ZATU651	ZATU651 VARIANT 2			ZATU651~v2			6858	
1249	𒬰	ZATU651@g	ZATU651 GUNU			ZATU651@g			6860	
1250	𒬱	ZATU659	ZATU659			ZATU659			6868	
1251	𒬲	ZATU662	ZATU662			ZATU662			6876	
1251.1	𒬳	ZATU662	ZATU662 VARIANT 1			ZATU662~v1			6881	
1251.2	𒬴	ZATU662	ZATU662 VARIANT 2			ZATU662~v2			6883	
1251.3	𒬵	ZATU662	ZATU662 VARIANT 3			ZATU662~v3			6885	
1252	𒬶	ZATU664	ZATU664			ZATU664			6887	
1253	𒬷	ZATU665	ZATU665			ZATU665			6888	
1254	𒬸	ZATU666	ZATU666			ZATU666			6889	
1255	𒬹	ZATU667	ZATU667			ZATU667			6890	
1256	𒬺	ZATU668	ZATU668			ZATU668			6891	
1257	𒬻	ZATU669	ZATU669			ZATU669			6892	
1258	𒬼	ZATU670	ZATU670			ZATU670			6893	
1259	𒬽	ZATU672	ZATU672			ZATU672			6895	
1260	𒬾	ZATU674	ZATU674			ZATU674			6897	
1261	𒬿	ZATU675~a	ZATU675-A			ZATU675~a			6899	
1262	𒭀	ZATU675~b	ZATU675-B			ZATU675~b			6900	
1262.1	𒭁	ZATU675~b	ZATU675-B VARIANT 1			ZATU675~b~v1			6901	
1263	𒭂	ZATU675~c	ZATU675-C			ZATU675~c			6902	
1264	𒭃	ZATU675~d	ZATU675-D			ZATU675~d			6903	
1265	𒭄	ZATU676~a	ZATU676-A			ZATU676~a			6905	
1266	𒭅	ZATU676~b	ZATU676-B			ZATU676~b			6906	
1267	𒭆	ZATU677~a	ZATU677-A			ZATU677~a			6908	
1268	𒭇	ZATU677~b	ZATU677-B			ZATU677~b			6909	
1269	𒭈	ZATU678	ZATU678			ZATU678			6910	
1270	𒭉	ZATU679	ZATU679			ZATU679			6911	
1271	𒭊	ZATU680~a1	ZATU680-A1			ZATU680~a1			6913	
1272	𒭋	ZATU680~a2	ZATU680-A2			ZATU680~a2			6914	
1273	𒭌	ZATU680~b	ZATU680-B			ZATU680~b			6915	
1273.1	𒭍	ZATU680~b	ZATU680-B VARIANT 1			ZATU680~b~v1			6916	
1274	𒭎	ZATU680~d	ZATU680-D			ZATU680~d			6917	
1275	𒭏	ZATU680~e	ZATU680-E			ZATU680~e			6918	
1276	𒭐	ZATU681	ZATU681			ZATU681			6919	
1277	𒭑	ZATU682	ZATU682			ZATU682			6920	
1278	𒭒	ZATU683~a	ZATU683-A			ZATU683~a			6922	
1279	𒭓	ZATU683~b	ZATU683-B			ZATU683~b			6923	
1280	𒭔	ZATU683@t	ZATU683 TENU			ZATU683@t			6924	
1281	𒭕	ZATU684	ZATU684			ZATU684			6925	
1282	𒭖	ZATU685	ZATU685			ZATU685			6926	
1283	𒭗	ZATU686~a	ZATU686-A			ZATU686~a			6928	
1284	𒭘	ZATU686~b	ZATU686-B			ZATU686~b			6929	
1285	𒭙	ZATU686~c	ZATU686-C			ZATU686~c			6930	
1286	𒭚	ZATU687	ZATU687			ZATU687			6931	
1287	𒭛	ZATU688~a	ZATU688-A			ZATU688~a			6933	
1288	𒭜	ZATU688~b	ZATU688-B			ZATU688~b			6934	
1289	𒭝	ZATU689	ZATU689			ZATU689			6935	
1290	𒭞	ZATU690	ZATU690			ZATU690			6936	
1291	𒭟	ZATU691	ZATU691			ZATU691			6937	
1292	𒭠	ZATU692	ZATU692			ZATU692			6938	
1293	𒭡	ZATU693	ZATU693			ZATU693			6939	
1293.1	𒭢	ZATU693	ZATU693 VARIANT 1			ZATU693~v1			6940	
1293.2	𒭣	ZATU693	ZATU693 VARIANT 2			ZATU693~v2			6941	
1294	𒭤	ZATU693@t	ZATU693 TENU			ZATU693@t			6942	
1295	𒭥	ZATU694~a	ZATU694-A			ZATU694~a			6944	
1296	𒭦	ZATU694~b	ZATU694-B			ZATU694~b			6945	
1297	𒭧	ZATU694~c	ZATU694-C			ZATU694~c			6946	
1297.1	𒭨	ZATU694~c	ZATU694-C VARIANT 1			ZATU694~c~v1			6947	
1298	𒭩	ZATU694~d	ZATU694-D			ZATU694~d			6948	
1299	𒭪	ZATU694~d@t	ZATU694-D TENU			ZATU694~d@t			6949	
1300	𒭫	ZATU695	ZATU695			ZATU695			6952	
1301	𒭬	ZATU696	ZATU696			ZATU696			6953	
1302	𒭭	ZATU697~a	ZATU697-A			ZATU697~a			6955	
1302.1	𒭮	ZATU697~a	ZATU697-A VARIANT 1			ZATU697~a~v1			6956	
1302.2	𒭯	ZATU697~a	ZATU697-A VARIANT 2			ZATU697~a~v2			6957	
1302.3	𒭰	ZATU697~a	ZATU697-A VARIANT 3			ZATU697~a~v3			6958	
1303	𒭱	ZATU697~b	ZATU697-B			ZATU697~b			6959	
1304	𒭲	ZATU697~c	ZATU697-C			ZATU697~c			6960	
1305	𒭳	ZATU699~a	ZATU699-A			ZATU699~a			6963	
1306	𒭴	ZATU699~b	ZATU699-B			ZATU699~b			6964	
1307	𒭵	ZATU700	ZATU700			ZATU700			6965	
1308	𒭶	ZATU701	ZATU701			ZATU701			6966	
1309	𒭷	ZATU702	ZATU702			ZATU702			6967	
1310	𒭸	ZATU703	ZATU703			ZATU703			6968	
1311	𒭹	ZATU704	ZATU704			ZATU704			6969	
1312	𒭺	ZATU705	ZATU705			ZATU705			6970	
1313	𒭻	ZATU706	ZATU706			ZATU706			6971	
1314	𒭼	ZATU707~a	ZATU707-A			ZATU707~a			6973	
1315	𒭽	ZATU707~b	ZATU707-B			ZATU707~b			6974	
1316	𒭾	ZATU708	ZATU708			ZATU708			6975	
1317	𒭿	ZATU709	ZATU709			ZATU709			6976	
1318	𒮀	ZATU710	ZATU710			ZATU710			6977	
1318.1	𒮁	ZATU710	ZATU710 VARIANT 1			ZATU710~v1			6978	
1319	𒮂	ZATU711	ZATU711			ZATU711			6979	
1319.1	𒮃	ZATU711	ZATU711 VARIANT 1			ZATU711~v1			6983	
1320	𒮄	ZATU713	ZATU713			ZATU713			6987	
1321	𒮅	ZATU714	ZATU714			ZATU714			6988	
1322	𒮆	ZATU717	ZATU717			ZATU717			6995	
1323	𒮇	ZATU718	ZATU718			ZATU718			6996	
1324	𒮈	ZATU719	ZATU719			ZATU719			6997	
1325	𒮉	ZATU720	ZATU720			ZATU720			6998	
1326	𒮊	ZATU721	ZATU721			ZATU721			6999	
1327	𒮋	ZATU722	ZATU722			ZATU722			7000	
1328	𒮌	ZATU723	ZATU723			ZATU723			7001	
1329	𒮍	ZATU724	ZATU724			ZATU724			7002	
1330	𒮎	ZATU725	ZATU725			ZATU725			7003	
1330.1	𒮏	ZATU725	ZATU725 VARIANT 1			ZATU725~v1			7004	
1331	𒮐	ZATU726~a	ZATU726-A			ZATU726~a			7006	
1332	𒮑	ZATU726~c	ZATU726-C			ZATU726~c			7007	
1333	𒮒	ZATU726~d	ZATU726-D			ZATU726~d			7008	
1334	𒮓	ZATU727	ZATU727			ZATU727			7009	
1335	𒮔	ZATU728	ZATU728			ZATU728			7010	
1336	𒮕	ZATU729	ZATU729			ZATU729			7011	
1336.1	𒮖	ZATU729	ZATU729 VARIANT 1			ZATU729~v1			7012	
1337	𒮗	ZATU730	ZATU730			ZATU730			7013	
1338	𒮘	ZATU732	ZATU732			ZATU732			7015	
1339	𒮙	ZATU733	ZATU733			ZATU733			7016	
1340	𒮚	ZATU734	ZATU734			ZATU734			7017	
1341	𒮛	ZATU735~a	ZATU735-A			ZATU735~a			7019	
1342	𒮜	ZATU735~b	ZATU735-B			ZATU735~b			7020	
1342.1	𒮝	ZATU735~b	ZATU735-B VARIANT 1			ZATU735~b~v1			7021	
1342.2	𒮞	ZATU735~b	ZATU735-B VARIANT 2			ZATU735~b~v2			7022	
1343	𒮟	ZATU735~c	ZATU735-C			ZATU735~c			7023	
1344	𒮠	ZATU736~a	ZATU736-A			ZATU736~a			7025	
1345	𒮡	ZATU736~b	ZATU736-B			ZATU736~b			7026	
1346	𒮢	ZATU737	ZATU737			ZATU737			7027	
1346.1	𒮣	ZATU737	ZATU737 VARIANT 1			ZATU737~v1			7066	
1346.2	𒮤	ZATU737	ZATU737 VARIANT 2			ZATU737~v2			7069	
1347	𒮥	ZATU749~a	ZATU749-A			ZATU749~a			7092	
1347.1	𒮦	ZATU749~a	ZATU749-A VARIANT 1			ZATU749~a~v1			7093	
1347.2	𒮧	ZATU749~a	ZATU749-A VARIANT 2			ZATU749~a~v2			7094	
1348	𒮨	ZATU749~b	ZATU749-B			ZATU749~b			7095	
1349	𒮩	ZATU749~c	ZATU749-C			ZATU749~c			7096	
1350	𒮪	ZATU750	ZATU750			ZATU750			7097	
1350.1	𒮫	ZATU750	ZATU750 VARIANT 1			ZATU750~v1			7098	
1350.2	𒮬	ZATU750	ZATU750 VARIANT 2			ZATU750~v2			7099	
1350.3	𒮭	ZATU750	ZATU750 VARIANT 3			ZATU750~v3			7100	
1351	𒮮	ZATU751~a	ZATU751-A			ZATU751~a			7102	
1352	𒮯	ZATU751~b	ZATU751-B			ZATU751~b			7103	
1353	𒮰	ZATU752	ZATU752			ZATU752			7104	
1353.1	𒮱	ZATU752	ZATU752 VARIANT 1			ZATU752~v1			7105	
1354	𒮲	ZATU753	ZATU753			ZATU753			7106	
1355	𒮳	ZATU754	ZATU754			ZATU754			7107	
1356	𒮴	ZATU755~a	ZATU755-A			ZATU755~a			7109	
1357	𒮵	ZATU755~b	ZATU755-B			ZATU755~b			7110	
1358	𒮶	ZATU756	ZATU756			ZATU756			7111	
1358.1	𒮷	ZATU756	ZATU756 VARIANT 1			ZATU756~v1			7112	
1359	𒮸	ZATU757	ZATU757			ZATU757			7113	
1359.1	𒮹	ZATU757	ZATU757 VARIANT 1			ZATU757~v1			7114	
1360	𒮺	ZATU758	ZATU758			ZATU758			7115	
1361	𒮻	ZATU759	ZATU759			ZATU759			7116	
1361.1	𒮼	ZATU759	ZATU759 VARIANT 1			ZATU759~v1			7124	
1362	𒮽	ZATU761	ZATU761			ZATU761			7128	
1363	𒮾	ZATU762~a	ZATU762-A			ZATU762~a			7132	
1363.1	𒮿	ZATU762~a	ZATU762-A VARIANT 1			ZATU762~a~v1			7134	
1363.2	𒯀	ZATU762~a	ZATU762-A VARIANT 2			ZATU762~a~v2			7135	
1364	𒯁	ZATU762~b	ZATU762-B			ZATU762~b			7136	
