pcsl	cdli	cdli_fixed_flag	recommendation	encoding_status	unicode_codepoint	unicode_name
KAD₄~a	KAD4~a	False	keep	proposed	1291E	PROTO-CUNEIFORM SIGN KAD4-A
KAD₄~b	KAD4~b	False	keep	proposed	1291F	PROTO-CUNEIFORM SIGN KAD4-B
KAD₄~c1	KAD4~c1	False	keep	proposed	12920	PROTO-CUNEIFORM SIGN KAD4-C1
KAD₄~c2	KAD4~c2	False	keep	proposed	12921	PROTO-CUNEIFORM SIGN KAD4-C2
KAK~a	KAK~a	False	keep	proposed	12922	PROTO-CUNEIFORM SIGN KAK-A
|KAK~a.GA₂~a1|	|KAK~a.GA2~a1|	False	keep	proposed	12923	PROTO-CUNEIFORM SIGN KAK-A BESIDE GA2-A1
KAK~b	KAK~b	False	keep	proposed	12924	PROTO-CUNEIFORM SIGN KAK-B
KAL~a	KAL~a	False	keep	proposed	12925	PROTO-CUNEIFORM SIGN KAL-A
KAL~b1	KAL~b1	False	keep	proposed	12926	PROTO-CUNEIFORM SIGN KAL-B1
KAL~b1~v1	KAL~b1	False	keep	proposed	12927	PROTO-CUNEIFORM SIGN KAL-B1 VARIANT 1
KAL~b2	KAL~b2	False	keep	proposed	12928	PROTO-CUNEIFORM SIGN KAL-B2
KALAM~a	KALAM~a	False	keep	proposed	12929	PROTO-CUNEIFORM SIGN KALAM-A
KALAM~b	KALAM~b	False	keep	proposed	1292A	PROTO-CUNEIFORM SIGN KALAM-B
KALAM~c	KALAM~c	False	keep	proposed	1292B	PROTO-CUNEIFORM SIGN KALAM-C
KALAM~d	KALAM~d	False	keep	proposed	1292C	PROTO-CUNEIFORM SIGN KALAM-D
KALAM~e	KALAM~e	False	keep	proposed	1292D	PROTO-CUNEIFORM SIGN KALAM-E
KALAM~f	KALAM~f	False	keep	proposed	1292E	PROTO-CUNEIFORM SIGN KALAM-F
KAR	KAR	False	keep	proposed	1292F	PROTO-CUNEIFORM SIGN KAR
KAR₂~a	KAR2~a	False	keep	proposed	12930	PROTO-CUNEIFORM SIGN KAR2-A
KAR₂~b	KAR2~b	False	keep	proposed	12931	PROTO-CUNEIFORM SIGN KAR2-B
KASKAL	KASKAL	False	keep	proposed	12932	PROTO-CUNEIFORM SIGN KASKAL
KASKAL@g	KASKAL@g	False	keep	proposed	12933	PROTO-CUNEIFORM SIGN KASKAL GUNU
KAŠ~a	KASZ~a	False	keep	proposed	12934	PROTO-CUNEIFORM SIGN KASH-A
KAŠ~a~v1	KASZ~a	False	keep	proposed	12935	PROTO-CUNEIFORM SIGN KASH-A VARIANT 1
KAŠ~b	KASZ~b	False	keep	proposed	12936	PROTO-CUNEIFORM SIGN KASH-B
KAŠ~b@t	KASZ~b@t	False	keep	proposed	12937	PROTO-CUNEIFORM SIGN KASH-B TENU
KAŠ~b~v1	KASZ~b	False	keep	proposed	12938	PROTO-CUNEIFORM SIGN KASH-B VARIANT 1
|KAŠ~b~v1×ŠE~a@t~v1|	|KASZ~bxSZE~a|	False	rename	proposed	12939	PROTO-CUNEIFORM SIGN KASH-B VARIANT 1 TIMES SHE-A TENU VARIANT 1
KAŠ~c	KASZ~c	False	keep	proposed	1293A	PROTO-CUNEIFORM SIGN KASH-C
KAŠ~d	KASZ~d	False	keep	proposed	1293B	PROTO-CUNEIFORM SIGN KASH-D
KEŠ₂	KESZ2	False	remove	not_proposed		
KI	KI	False	keep	proposed	1293C	PROTO-CUNEIFORM SIGN KI
KI@n	KI@n	False	keep	proposed	1293D	PROTO-CUNEIFORM SIGN KI NUTILLU
|KI@n×DUB~a|	|KI@nxDUB~a|	False	keep	proposed	1293E	PROTO-CUNEIFORM SIGN KI NUTILLU TIMES DUB-A
KIB	KIB	False	keep	proposed	1293F	PROTO-CUNEIFORM SIGN KIB
KIB@g	KIB@g	False	keep	proposed	12940	PROTO-CUNEIFORM SIGN KIB GUNU
KID~a	KID~a	False	keep	proposed	12941	PROTO-CUNEIFORM SIGN KID-A
KID~b	KID~b	False	keep	proposed	12942	PROTO-CUNEIFORM SIGN KID-B
KID~c	KID~c	False	keep	proposed	12943	PROTO-CUNEIFORM SIGN KID-C
KID~d	KID~d	False	keep	proposed	12944	PROTO-CUNEIFORM SIGN KID-D
KID~e	KID~e	False	keep	proposed	12945	PROTO-CUNEIFORM SIGN KID-E
KIN	KIN	False	keep	proposed	12946	PROTO-CUNEIFORM SIGN KIN
KIN₂~a	KIN2~a	False	keep	proposed	12947	PROTO-CUNEIFORM SIGN KIN2-A
KIN₂~c	KIN2~c	False	keep	proposed	12948	PROTO-CUNEIFORM SIGN KIN2-C
KIN₂~d	KIN2~d	False	keep	proposed	12949	PROTO-CUNEIFORM SIGN KIN2-D
KIN₂~e	KIN2~e	False	keep	proposed	1294A	PROTO-CUNEIFORM SIGN KIN2-E
KINGAL	KINGAL	False	keep	proposed	1294B	PROTO-CUNEIFORM SIGN KINGAL
KINGAL~v1	KINGAL	False	keep	proposed	1294C	PROTO-CUNEIFORM SIGN KINGAL VARIANT 1
KIR₁₁	KIR11	False	keep	proposed	1294D	PROTO-CUNEIFORM SIGN KIR11
KISAL~a1	KISAL~a1	False	keep	proposed	1294E	PROTO-CUNEIFORM SIGN KISAL-A1
KISAL~a2	KISAL~a2	False	keep	proposed	1294F	PROTO-CUNEIFORM SIGN KISAL-A2
KISAL~b1	KISAL~b1	False	keep	proposed	12950	PROTO-CUNEIFORM SIGN KISAL-B1
KISAL~b2	KISAL~b2	False	keep	proposed	12951	PROTO-CUNEIFORM SIGN KISAL-B2
KISAL~b2@t	KISAL~b2@t	False	keep	proposed	12952	PROTO-CUNEIFORM SIGN KISAL-B2 TENU
KISAL~b3	KISAL~b3	False	keep	proposed	12953	PROTO-CUNEIFORM SIGN KISAL-B3
KISIM~a	KISIM~a	False	keep	proposed	12954	PROTO-CUNEIFORM SIGN KISIM-A
KISIM~b	KISIM~b	False	keep	proposed	12955	PROTO-CUNEIFORM SIGN KISIM-B
KISIM~b~v1	KISIM~b	False	keep	proposed	12956	PROTO-CUNEIFORM SIGN KISIM-B VARIANT 1
KISIM~b~v2	KISIM~b	False	keep	proposed	12957	PROTO-CUNEIFORM SIGN KISIM-B VARIANT 2
KISIM~b~v3	KISIM~b	False	keep	proposed	12958	PROTO-CUNEIFORM SIGN KISIM-B VARIANT 3
KISIM~c	KISIM~c	False	keep	proposed	12959	PROTO-CUNEIFORM SIGN KISIM-C
KIŠ	KISZ	False	keep	proposed	1295A	PROTO-CUNEIFORM SIGN KISH
KIŠ~v1	KISZ	False	keep	proposed	1295B	PROTO-CUNEIFORM SIGN KISH VARIANT 1
KIŠIK~a	KISZIK~a	False	keep	proposed	1295C	PROTO-CUNEIFORM SIGN KISHIK-A
KIŠIK~b	KISZIK~b	False	keep	proposed	1295D	PROTO-CUNEIFORM SIGN KISHIK-B
KITI	KITI	False	keep	proposed	1295E	PROTO-CUNEIFORM SIGN KITI
KITI~v1	KITI	False	keep	proposed	1295F	PROTO-CUNEIFORM SIGN KITI VARIANT 1
KU~a	KU~a	False	keep	proposed	12960	PROTO-CUNEIFORM SIGN KU-A
KU~a@t	KU~a@t	False	remove	not_proposed		
KU~b1	KU~b1	False	keep	proposed	12961	PROTO-CUNEIFORM SIGN KU-B1
KU~b2	KU~b2	False	keep	proposed	12962	PROTO-CUNEIFORM SIGN KU-B2
KU₃~a	KU3~a	False	keep	proposed	12963	PROTO-CUNEIFORM SIGN KU3-A
KU₃~c	KU3~c	False	keep	proposed	12964	PROTO-CUNEIFORM SIGN KU3-C
KU₆~a	KU6~a	False	keep	proposed	12965	PROTO-CUNEIFORM SIGN KU6-A
|KU₆~a.1(N02)|	|KU6~a.1(N02)|	False	keep	proposed	12966	PROTO-CUNEIFORM SIGN KU6-A BESIDE ONE-N2
|KU₆~a+GIŠ|	|KU6~a+GISZ|	False	keep	proposed	12967	PROTO-CUNEIFORM SIGN KU6-A JOINING GISH
|KU₆~a+KU₆~a|	|KU6~a+KU6~a|	False	keep	proposed	12968	PROTO-CUNEIFORM SIGN KU6-A JOINING KU6-A
KU₆~a@s	KU6~a@s	False	keep	proposed	12969	PROTO-CUNEIFORM SIGN KU6-A SHESHIG
KU₆~c	KU6~c	False	keep	proposed	1296A	PROTO-CUNEIFORM SIGN KU6-C
KU₆~d	KU6~d	False	keep	proposed	1296B	PROTO-CUNEIFORM SIGN KU6-D
KUN	KUN	False	remove	not_proposed		
KUR~a	KUR~a	False	keep	proposed	1296C	PROTO-CUNEIFORM SIGN KUR-A
|KUR~a.E₂~a|	|KUR~a.E2~a|	False	keep	proposed	1296D	PROTO-CUNEIFORM SIGN KUR-A BESIDE E2-A
|KUR~a.NUNUZ~a1|	|KUR~a.NUNUZ~a1|	False	keep	proposed	1296E	PROTO-CUNEIFORM SIGN KUR-A BESIDE NUNUZ-A1
KUR~b	KUR~b	False	keep	proposed	1296F	PROTO-CUNEIFORM SIGN KUR-B
|KUR~b.E₂~a|	|KUR~b.E2~a|	False	keep	proposed	12970	PROTO-CUNEIFORM SIGN KUR-B BESIDE E2-A
KUR~c	KUR~c	False	keep	proposed	12971	PROTO-CUNEIFORM SIGN KUR-C
KUR~c~v1	KUR~c	False	keep	proposed	12972	PROTO-CUNEIFORM SIGN KUR-C VARIANT 1
KUR~d	KUR~d	False	keep	proposed	12973	PROTO-CUNEIFORM SIGN KUR-D
KUR@g~a	KUR@g~a	False	keep	proposed	12974	PROTO-CUNEIFORM SIGN KUR GUNU-A
KUR@g~b	KUR@g~b	False	keep	proposed	12975	PROTO-CUNEIFORM SIGN KUR GUNU-B
KUŠU₂~a	KUSZU2~a	False	keep	proposed	12976	PROTO-CUNEIFORM SIGN KUSHU2-A
KUŠU₂~b	KUSZU2~b	False	keep	proposed	12977	PROTO-CUNEIFORM SIGN KUSHU2-B
KUŠU₂~c	KUSZU2~c	False	keep	proposed	12978	PROTO-CUNEIFORM SIGN KUSHU2-C
KUŠU₂~d	KUSZU2~d	False	keep	proposed	12979	PROTO-CUNEIFORM SIGN KUSHU2-D
KUŠU₂~e	KUSZU2~e	False	keep	proposed	1297A	PROTO-CUNEIFORM SIGN KUSHU2-E
KUŠU₂~f	KUSZU2~f	False	keep	proposed	1297B	PROTO-CUNEIFORM SIGN KUSHU2-F
LA~b	LA~b	False	keep	proposed	1297C	PROTO-CUNEIFORM SIGN LA-B
LA~c	LA~c	False	keep	proposed	1297D	PROTO-CUNEIFORM SIGN LA-C
LA~d	LA~d	False	keep	proposed	1297E	PROTO-CUNEIFORM SIGN LA-D
LA~e	LA~e	False	remove	not_proposed		
LA₂	LA2	False	keep	proposed	1297F	PROTO-CUNEIFORM SIGN LA2
LAGAB~a	LAGAB~a	False	keep	proposed	12980	PROTO-CUNEIFORM SIGN LAGAB-A
|LAGAB~a×BA|	|LAGAB~axBA|	False	keep	proposed	12981	PROTO-CUNEIFORM SIGN LAGAB-A TIMES BA
|LAGAB~a×BIR₃~b|	|LAGAB~axBIR3~b|	False	keep	proposed	12982	PROTO-CUNEIFORM SIGN LAGAB-A TIMES BIR3-B
|LAGAB~a×DU₆~a~v1|	|LAGAB~axDU6~b|	False	rename	proposed	12983	PROTO-CUNEIFORM SIGN LAGAB-A TIMES DU6-A VARIANT 1
|LAGAB~a×KAK~a|	|LAGAB~axKAK~a|	False	keep	proposed	12984	PROTO-CUNEIFORM SIGN LAGAB-A TIMES KAK-A
|LAGAB~a×KU₆~a|	|LAGAB~axKU6~a|	False	keep	proposed	12985	PROTO-CUNEIFORM SIGN LAGAB-A TIMES KU6-A
|LAGAB~a×(KU₆~a+KU₆~a)|	|LAGAB~ax(KU6~a+KU6~a)|	False	keep	proposed	12986	PROTO-CUNEIFORM SIGN LAGAB-A TIMES KU6-A JOINING KU6-A
|LAGAB~a×KUŠU₂~a@t|	|LAGAB~axKUSZU2~b|	False	rename	proposed	12987	PROTO-CUNEIFORM SIGN LAGAB-A TIMES KUSHU2-A TENU
|LAGAB~a×LAGAB~a|	|LAGAB~axLAGAB~a|	False	keep	proposed	12988	PROTO-CUNEIFORM SIGN LAGAB-A TIMES LAGAB-A
|LAGAB~a×ME~a|	|LAGAB~axME~a|	False	keep	proposed	12989	PROTO-CUNEIFORM SIGN LAGAB-A TIMES ME-A
|LAGAB~a×NUN~b|	|LAGAB~axNUN~b|	False	keep	proposed	1298A	PROTO-CUNEIFORM SIGN LAGAB-A TIMES NUN-B
|LAGAB~a×PA~a|	|LAGAB~axPA~a|	False	keep	proposed	1298B	PROTO-CUNEIFORM SIGN LAGAB-A TIMES PA-A
|LAGAB~a×SI~v1|	|LAGAB~axSI|	False	rename	proposed	1298C	PROTO-CUNEIFORM SIGN LAGAB-A TIMES SI VARIANT 1
|LAGAB~a×SIG₇~v1|	|LAGAB~axSIG7|	False	rename	proposed	1298D	PROTO-CUNEIFORM SIGN LAGAB-A TIMES SIG7 VARIANT 1
|LAGAB~a×SU~a|	|LAGAB~axSU~a|	False	keep	proposed	1298E	PROTO-CUNEIFORM SIGN LAGAB-A TIMES SU-A
|LAGAB~a×ŠA|	|LAGAB~axSZA|	False	keep	proposed	1298F	PROTO-CUNEIFORM SIGN LAGAB-A TIMES SHA
|LAGAB~a×ŠITA~a1|	|LAGAB~axSZITA~a1|	False	keep	proposed	12990	PROTO-CUNEIFORM SIGN LAGAB-A TIMES SHITA-A1
|LAGAB~a×TI|	|LAGAB~axTI|	False	keep	proposed	12991	PROTO-CUNEIFORM SIGN LAGAB-A TIMES TI
|LAGAB~a×U₄|	|LAGAB~axU4|	False	keep	proposed	12992	PROTO-CUNEIFORM SIGN LAGAB-A TIMES U4
|LAGAB~a×UB|	|LAGAB~axUB|	False	keep	proposed	12993	PROTO-CUNEIFORM SIGN LAGAB-A TIMES UB
|LAGAB~a×X|	|LAGAB~axX|	False	keep	proposed	12994	PROTO-CUNEIFORM SIGN LAGAB-A TIMES X
|LAGAB~a×ZATU753|	|LAGAB~axZATU753|	False	keep	proposed	12995	PROTO-CUNEIFORM SIGN LAGAB-A TIMES ZATU753
|LAGAB~a×2(N14)|	|LAGAB~ax2(N14)|	False	keep	proposed	12996	PROTO-CUNEIFORM SIGN LAGAB-A TIMES TWO-N14
LAGAB~b	LAGAB~b	False	keep	proposed	12997	PROTO-CUNEIFORM SIGN LAGAB-B
|LAGAB~b×BANŠUR~a|	|LAGAB~bxBANSZUR~a|	False	keep	proposed	12998	PROTO-CUNEIFORM SIGN LAGAB-B TIMES BANSHUR-A
|LAGAB~b×GAʾAR~a1|	|LAGAB~bxGA’AR~a1|	False	keep	proposed	12999	PROTO-CUNEIFORM SIGN LAGAB-B TIMES GAAR-A1
|LAGAB~b×HI|	|LAGAB~bxHI|	False	keep	proposed	1299A	PROTO-CUNEIFORM SIGN LAGAB-B TIMES HI
|LAGAB~b×KUR~e|	|LAGAB~bxKUR~e|	False	keep	proposed	1299B	PROTO-CUNEIFORM SIGN LAGAB-B TIMES KUR-E
|LAGAB~b×PA~a|	|LAGAB~bxPA~a|	False	keep	proposed	1299C	PROTO-CUNEIFORM SIGN LAGAB-B TIMES PA-A
|LAGAB~b×SI|	|LAGAB~bxSI|	False	remove	not_proposed		
|LAGAB~b×SUH₃|	|LAGAB~bxSUH3|	False	keep	proposed	1299D	PROTO-CUNEIFORM SIGN LAGAB-B TIMES SUH3
|LAGAB~b×ŠITA~c|	|LAGAB~bxSZITA~c|	False	remove	not_proposed		
|LAGAB~b×U₄|	|LAGAB~bxU4|	False	keep	proposed	1299E	PROTO-CUNEIFORM SIGN LAGAB-B TIMES U4
|LAGAB~b×X|	|LAGAB~bxX|	False	remove	not_proposed		
|LAGAB~b×1(N01)|	|LAGAB~bx1(N01)|	False	remove	not_proposed		
|LAGAB~b&LAGAB~b|	|LAGAB~bxLAGAB~b|	True	keep	proposed	1299F	PROTO-CUNEIFORM SIGN LAGAB-B OVER LAGAB-B
LAGAR~a	LAGAR~a	False	keep	proposed	129A0	PROTO-CUNEIFORM SIGN LAGAR-A
LAGAR~a@r	LAGAR~a@r	False	keep	proposed	129A1	PROTO-CUNEIFORM SIGN LAGAR-A REVERSED
LAGAR~b1	LAGAR~b1	False	keep	proposed	129A2	PROTO-CUNEIFORM SIGN LAGAR-B1
LAGAR~b2	LAGAR~b2	False	keep	proposed	129A3	PROTO-CUNEIFORM SIGN LAGAR-B2
LAGAR~c	LAGAR~c	False	keep	proposed	129A4	PROTO-CUNEIFORM SIGN LAGAR-C
LAHTAN₂	LAHTAN2	False	keep	proposed	129A5	PROTO-CUNEIFORM SIGN LAHTAN2
LAK025	LAK025	False	remove	not_proposed		
LAK050	LAK050	False	remove	not_proposed		
LAK172	LAK172	False	remove	not_proposed		
LAK251	LAK251	False	remove	not_proposed		
LAK350	LAK350	False	remove	not_proposed		
LAK777	LAK777	False	remove	not_proposed		
LAL₂~a	LAL2~a	False	keep	proposed	129A6	PROTO-CUNEIFORM SIGN LAL2-A
|LAL₂~a×EZEN~a~v1|	|LAL2~axEZEN~a|	False	rename	proposed	129A7	PROTO-CUNEIFORM SIGN LAL2-A TIMES EZEN-A VARIANT 1
|LAL₂~a×NIM~b2|	|LAL2~axNIM~b2|	False	keep	proposed	129A8	PROTO-CUNEIFORM SIGN LAL2-A TIMES NIM-B2
LAL₂~b	LAL2~b	False	keep	proposed	129A9	PROTO-CUNEIFORM SIGN LAL2-B
LAL₃~a	LAL3~a	False	keep	proposed	129AA	PROTO-CUNEIFORM SIGN LAL3-A
LAL₃~b	LAL3~b	False	keep	proposed	129AB	PROTO-CUNEIFORM SIGN LAL3-B
LAL₃~c	LAL3~c	False	remove	not_proposed		
LAM~a	LAM~a	False	keep	proposed	129AC	PROTO-CUNEIFORM SIGN LAM-A
LAM~b	LAM~b	False	keep	proposed	129AD	PROTO-CUNEIFORM SIGN LAM-B
LAM~b@r	LAM~b@r	False	keep	proposed	129AE	PROTO-CUNEIFORM SIGN LAM-B REVERSED
LAM~b@s	LAM~b@s	False	keep	proposed	129AF	PROTO-CUNEIFORM SIGN LAM-B SHESHIG
LAM~b@t	LAM~b@t	False	keep	proposed	129B0	PROTO-CUNEIFORM SIGN LAM-B TENU
LAM~b~v1	LAM~b	False	keep	proposed	129B1	PROTO-CUNEIFORM SIGN LAM-B VARIANT 1
LAM~b~v2	LAM~b	False	keep	proposed	129B2	PROTO-CUNEIFORM SIGN LAM-B VARIANT 2
LAM~c	LAM~c	False	remove	not_proposed		
LI	LI	False	keep	proposed	129B3	PROTO-CUNEIFORM SIGN LI
LI~v1	LI	False	keep	proposed	129B4	PROTO-CUNEIFORM SIGN LI VARIANT 1
LIŠ	LISZ	False	keep	proposed	129B5	PROTO-CUNEIFORM SIGN LISH
LU₂	LU2	False	keep	proposed	129B6	PROTO-CUNEIFORM SIGN LU2
|LU₂×GEŠTU~c3|	|LU2xGESZTU~c3|	False	keep	proposed	129B7	PROTO-CUNEIFORM SIGN LU2 TIMES GESHTU-C3
LU₂@t	LU2@t	False	remove	not_proposed		
LU₂~v1	LU2	False	keep	proposed	129B8	PROTO-CUNEIFORM SIGN LU2 VARIANT 1
LU₂~v2	LU2	False	keep	proposed	129B9	PROTO-CUNEIFORM SIGN LU2 VARIANT 2
LUGAL	LUGAL	False	keep	proposed	129BA	PROTO-CUNEIFORM SIGN LUGAL
LUGAL~v1	LUGAL	False	keep	proposed	129BB	PROTO-CUNEIFORM SIGN LUGAL VARIANT 1
LUM	LUM	False	keep	proposed	129BC	PROTO-CUNEIFORM SIGN LUM
MA	MA	False	keep	proposed	129BD	PROTO-CUNEIFORM SIGN MA
|MA×MA|	|MAxMA|	False	keep	proposed	129BE	PROTO-CUNEIFORM SIGN MA TIMES MA
|MA×1(N58)|	|MAx1(N58)|	False	keep	proposed	129BF	PROTO-CUNEIFORM SIGN MA TIMES ONE-N58
MA~v1	MA	False	keep	proposed	129C0	PROTO-CUNEIFORM SIGN MA VARIANT 1
|MA~v1×A|	|MAxA|	False	rename	proposed	129C1	PROTO-CUNEIFORM SIGN MA VARIANT 1 TIMES A
|MA~v1×X|	|MAxX|	False	remove	not_proposed		
|MA~v1×2(N57)|	|MAx2(N57)|	False	remove	not_proposed		
MA₂	MA2	False	keep	proposed	129C2	PROTO-CUNEIFORM SIGN MA2
MAGUR~a	MAGUR~a	False	keep	proposed	129C3	PROTO-CUNEIFORM SIGN MAGUR-A
MAGUR~b	MAGUR~b	False	keep	proposed	129C4	PROTO-CUNEIFORM SIGN MAGUR-B
MAH~a	MAH~a	False	keep	proposed	129C5	PROTO-CUNEIFORM SIGN MAH-A
|MAH~a×AB₂|	|MAH~axAB2|	False	keep	proposed	129C6	PROTO-CUNEIFORM SIGN MAH-A TIMES AB2
|MAH~a×GUKKAL~a|	|MAH~axGUKKAL~a|	False	keep	proposed	129C7	PROTO-CUNEIFORM SIGN MAH-A TIMES GUKKAL-A
|MAH~a×KU₆~a|	|MAH~axKU6~a|	False	keep	proposed	129C8	PROTO-CUNEIFORM SIGN MAH-A TIMES KU6-A
|MAH~a×MAŠ|	|MAH~axMASZ|	False	keep	proposed	129C9	PROTO-CUNEIFORM SIGN MAH-A TIMES MASH
|MAH~a×NA~a|	|MAH~axNA~a|	False	keep	proposed	129CA	PROTO-CUNEIFORM SIGN MAH-A TIMES NA-A
|MAH~a×(SILA₃~a×UMBIN~a)|	|MAH~ax(SILA3~axUMBIN~a)|	False	keep	proposed	129CB	PROTO-CUNEIFORM SIGN MAH-A TIMES SILA3-A TIMES UMBIN-A
|MAH~a×TUG₂~a|	|MAH~axTUG2~a|	False	keep	proposed	129CC	PROTO-CUNEIFORM SIGN MAH-A TIMES TUG2-A
|MAH~a×UD₅~a~v1|	|MAH~axUD5~a|	False	rename	proposed	129CD	PROTO-CUNEIFORM SIGN MAH-A TIMES UD5-A VARIANT 1
|MAH~a×UDU~a|	|MAH~axUDU~a|	False	keep	proposed	129CE	PROTO-CUNEIFORM SIGN MAH-A TIMES UDU-A
|MAH~a×UR~a|	|MAH~axUR~a|	False	keep	proposed	129CF	PROTO-CUNEIFORM SIGN MAH-A TIMES UR-A
|MAH~a×UTUA~a|	|MAH~axUTUA~a|	False	keep	proposed	129D0	PROTO-CUNEIFORM SIGN MAH-A TIMES UTUA-A
|MAH~a×X|	|MAH~axX|	False	keep	proposed	129D1	PROTO-CUNEIFORM SIGN MAH-A TIMES X
|MAH~a×ZATU659|	|MAH~axZATU659|	False	keep	proposed	129D2	PROTO-CUNEIFORM SIGN MAH-A TIMES ZATU659
MAH~b	MAH~b	False	keep	proposed	129D3	PROTO-CUNEIFORM SIGN MAH-B
|MAH~b×KU₆~a|	|MAH~bxKU6~a|	False	keep	proposed	129D4	PROTO-CUNEIFORM SIGN MAH-B TIMES KU6-A
|MAH~b×MAŠ|	|MAH~bxMASZ|	False	keep	proposed	129D5	PROTO-CUNEIFORM SIGN MAH-B TIMES MASH
|MAH~b×NA~a|	|MAH~bxNA~a|	False	keep	proposed	129D6	PROTO-CUNEIFORM SIGN MAH-B TIMES NA-A
|MAH~b×SAL|	|MAH~bxSAL|	False	keep	proposed	129D7	PROTO-CUNEIFORM SIGN MAH-B TIMES SAL
MAR~a	MAR~a	False	keep	proposed	129D8	PROTO-CUNEIFORM SIGN MAR-A
MAR~a@t	MAR~a@t	False	keep	proposed	129D9	PROTO-CUNEIFORM SIGN MAR-A TENU
MAR~a~v1	MAR~a	False	keep	proposed	129DA	PROTO-CUNEIFORM SIGN MAR-A VARIANT 1
MAR~b	MAR~b	False	keep	proposed	129DB	PROTO-CUNEIFORM SIGN MAR-B
|MAR~b×(LAGAB~b.ŠE₃~v1)|	|MAR~bx(LAGAB~b.SZE3)|	False	rename	proposed	129DC	PROTO-CUNEIFORM SIGN MAR-B TIMES LAGAB-B PLUS SHE3 VARIANT 1
|MAR~b×ŠE~a|	|MAR~bxSZE~a|	False	keep	proposed	129DD	PROTO-CUNEIFORM SIGN MAR-B TIMES SHE-A
|MAR~b×X|	|MAR~bxX|	False	keep	proposed	129DE	PROTO-CUNEIFORM SIGN MAR-B TIMES X
MAŠ	MASZ	False	keep	proposed	129DF	PROTO-CUNEIFORM SIGN MASH
MAŠ₂	MASZ2	False	keep	proposed	129E0	PROTO-CUNEIFORM SIGN MASH2
MAŠ₂@g	MASZ2@g	False	keep	proposed	129E1	PROTO-CUNEIFORM SIGN MASH2 GUNU
ME~a	ME~a	False	keep	proposed	129E2	PROTO-CUNEIFORM SIGN ME-A
ME~b	ME~b	False	keep	proposed	129E3	PROTO-CUNEIFORM SIGN ME-B
ME₃	ME3	False	keep	proposed	129E4	PROTO-CUNEIFORM SIGN ME3
MEN~a	MEN~a	False	keep	proposed	129E5	PROTO-CUNEIFORM SIGN MEN-A
MEN~a~v1	MEN~a	False	keep	proposed	129E6	PROTO-CUNEIFORM SIGN MEN-A VARIANT 1
MEN~b	MEN~b	False	keep	proposed	129E7	PROTO-CUNEIFORM SIGN MEN-B
MES	MES	False	keep	proposed	129E8	PROTO-CUNEIFORM SIGN MES
MES~v1	MES	False	keep	proposed	129E9	PROTO-CUNEIFORM SIGN MES VARIANT 1
MIR~a	MIR~a	False	keep	proposed	129EA	PROTO-CUNEIFORM SIGN MIR-A
MIR~b	MIR~b	False	keep	proposed	129EB	PROTO-CUNEIFORM SIGN MIR-B
MU	MU	False	keep	proposed	129EC	PROTO-CUNEIFORM SIGN MU
MUD	MUD	False	keep	proposed	129ED	PROTO-CUNEIFORM SIGN MUD
MUD~v1	MUD	False	keep	proposed	129EE	PROTO-CUNEIFORM SIGN MUD VARIANT 1
MUD₃~a	MUD3~a	False	keep	proposed	129EF	PROTO-CUNEIFORM SIGN MUD3-A
MUD₃~a@g	MUD3~a@g	False	keep	proposed	129F0	PROTO-CUNEIFORM SIGN MUD3-A GUNU
|MUD₃~a@g×GU|	|MUD3~a@gxGU|	False	remove	not_proposed		
MUD₃~b	MUD3~b	False	keep	proposed	129F1	PROTO-CUNEIFORM SIGN MUD3-B
MUD₃~c	MUD3~c	False	keep	proposed	129F2	PROTO-CUNEIFORM SIGN MUD3-C
MUD₃~d	MUD3~d	False	keep	proposed	129F3	PROTO-CUNEIFORM SIGN MUD3-D
MUL	MUL	False	keep	proposed	129F4	PROTO-CUNEIFORM SIGN MUL
MUN~a1	MUN~a1	False	keep	proposed	129F5	PROTO-CUNEIFORM SIGN MUN-A1
MUN~a2	MUN~a2	False	keep	proposed	129F6	PROTO-CUNEIFORM SIGN MUN-A2
MUN~a3	MUN~a3	False	keep	proposed	129F7	PROTO-CUNEIFORM SIGN MUN-A3
MUN~a4	MUN~a4	False	keep	proposed	129F8	PROTO-CUNEIFORM SIGN MUN-A4
MUN~b	MUN~b	False	keep	proposed	129F9	PROTO-CUNEIFORM SIGN MUN-B
MUNŠUB~a	MUNSZUB~a	False	keep	proposed	129FA	PROTO-CUNEIFORM SIGN MUNSHUB-A
MUNŠUB~b	MUNSZUB~b	False	keep	proposed	129FB	PROTO-CUNEIFORM SIGN MUNSHUB-B
MUNU₃	MUNU3	False	keep	proposed	129FC	PROTO-CUNEIFORM SIGN MUNU3
MURUB₂	MURUB2	False	keep	proposed	129FD	PROTO-CUNEIFORM SIGN MURUB2
MUŠ	MUSZ	False	keep	proposed	129FE	PROTO-CUNEIFORM SIGN MUSH
MUŠ₃~a	MUSZ3~a	False	keep	proposed	129FF	PROTO-CUNEIFORM SIGN MUSH3-A
MUŠ₃~a@g	MUSZ3~a@g	False	keep	proposed	12A00	PROTO-CUNEIFORM SIGN MUSH3-A GUNU
MUŠ₃~a@g~v1	MUSZ3~a@g	False	keep	proposed	12A01	PROTO-CUNEIFORM SIGN MUSH3-A GUNU VARIANT 1
MUŠ₃~a~v1	MUSZ3~a	False	keep	proposed	12A02	PROTO-CUNEIFORM SIGN MUSH3-A VARIANT 1
