id_text	cdli_comments	designation	artifact_type	period	provenience	written_in	archive	composite_no	seal_no	composites	seals	museum_no	accession_no	condition_description	artifact_preservation	period_comments	provenience_comments	artifact_type_comments	is_provenience_uncertain	is_period_uncertain	is_artifact_type_uncertain	is_school_text	height	thickness	width	weight	elevation	excavation_no	findspot_square	findspot_comments	stratigraphic_level	surface_preservation	artifact_comments	seal_information	collections	dates	alternative_years	genres	languages	materials	publications_key	publications_type	publications_exact_ref	publications_comment	external_resources	external_resources_key	genres_comment	genres_uncertain	languages_uncertain	materials_aspect	materials_color	materials_uncertain	retired	has_fragments	is_artifact_fake	redirect_artifact_id	retired_comments
P001663		ATU 5, pl. 115, W 9656,im2	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21394							0	0	0	0	19.0	15.0	20.0			W 09656,im2	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 115, W 9656,im2	19x20x15, same locus as W 9578,a, 23.1.1931, see the remarks above.				0	0			0	0	0	0		
P001664		ATU 5, pl. 115, W 9656,in	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 14675							0	0	0	0	45.0	16.0	30.0			W 09656,in	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1429247	primary;history	pl. 115, W 9656,in; p. 154 fig. 52;	45x30x16, same locus as W 9578,a, ATU 1, 62, 23.1.1931, see the remarks to W 9123,b, photo courtesy of VAM.			with drawing 	0	0			0	0	0	0		
P001665		ATU 5, pl. 115, W 9656,io	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 14926							0	0	0	0	47.0	18.0	32.0			W 09656,io	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1376570	primary;history	pl. 115, W 9656,io;	47x32x18, same locus as W 9578,a, ATU 1, 470, 23.1.1931.				0	0			0	0	0	0		
P001666		ATU 5, pl. 115, W 9656,ip	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21383							0	0	0	0	18.0	11.0	22.0			W 09656,ip	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 115, W 9656,ip	18x22x11, same locus as W 9578,a, 23.1.1931.				0	0			0	0	0	0		
P001667		ATU 5, pl. 115, W 9656,iq	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 14931							0	0	0	0	74.0	26.0	52.0			W 09656,iq	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1376571	primary;history	pl. 115, W 9656,iq;	74x52x26, same locus as W 9578,a, ATU 1, 257, 23.1.1931, the text was apparently discontinued after partially completing the first case (a sign in the second column was also partially erased).				0	0			0	0	0	0		
P001668		ATU 5, pl. 115, W 9656,ir	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21289							0	0	0	0	44.0	16.0	35.0			W 09656,ir	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 115, W 9656,ir	"44x35x16, same locus as W 9578,a, 23.1.1931, ""blank"" tablet."				0	0			0	0	0	0		
P001669		ATU 5, pl. 115, W 9656,is	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21290							0	0	0	0	78.0	38.0	52.0			W 09656,is	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 115, W 9656,is	"78x52x38, same locus as W 9578,a, 23.1.1931, ""blank"" tablet."				0	0			0	0	0	0		
P001670		ATU 5, pl. 116, W 9656,it	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21291							0	0	0	0	63.0	19.0	43.0			W 09656,it	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 116, W 9656,it	"63x43x19, same locus as W 9578,a, 23.1.1931, ""blank"" tablet."				0	0			0	0	0	0		
P001671		ATU 5, pl. 116, W 9656,iu	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21292							0	0	0	0	72.0	30.0	50.0			W 09656,iu	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1444422	primary;history	pl. 116, W 9656,iu	"72x50x30, same locus as W 9578,a, 23.1.1931, ""blank"" tablet."				0	0			0	0	0	0		
P001672		ATU 5, pl. 116, W 9656,iv	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21293							0	0	0	0	49.0	19.0	37.0			W 09656,iv	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 116, W 9656,iv	"49x37x19, same locus as W 9578,a, 23.1.1931, ""blank"" tablet, photo courtesy of DAI-Baghdad."				0	0			0	0	0	0		
P001673		ATU 5, pl. 116, W 9656,ix	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21294							0	0	0	0	66.0	27.0	47.0			W 09656,ix	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 116, W 9656,ix	"66x47x27, same locus as W 9578,a, 23.1.1931, ""blank"" tablet."				0	0			0	0	0	0		
P001674		ATU 5, pl. 116, W 9656,iy	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21295							0	0	0	0	41.0	17.0	31.0			W 09656,iy	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 116, W 9656,iy	"41x31x17, same locus as W 9578,a, 23.1.1931, ""blank"" tablet."				0	0			0	0	0	0		
P001675		ATU 5, pl. 116, W 9656,iz	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21296							0	0	0	0	51.0	22.0	46.0			W 09656,iz	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 116, W 9656,iz	"51x46x22, same locus as W 9578,a, 23.1.1931, ""blank"" tablet."				0	0			0	0	0	0		
P001676		ATU 5, pl. 117, W 9656,ka	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21297							0	0	0	0	74.0	26.0	52.0			W 09656,ka	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 117, W 9656,ka	74x52x26, same locus as W 9578,a, 23.1.1931.				0	0			0	0	0	0		
P001677		ATU 5, pl. 117, W 9656,kb	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 17808							0	0	0	0	60.0	13.0	47.0			W 09656,kb	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 117, W 9656,kb	60x47x13, same locus as W 9578,a, 23.1.1931, incised representation of a man defaced with numerous impressions of the blunt end of the stylus, photo courtesy of DAI-Baghdad.			with drawing 	0	0			0	0	0	0		
P001678		ATU 5, pl. 117, W 9656,kc	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21298							0	0	0	0	72.0	18.0	39.0			W 09656,kc	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 117, W 9656,kc	72x39x18, same locus as W 9578,a, 23.1.1931.				0	0			0	0	0	0		
P001679		ATU 5, pl. 117, W 9656,km	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 15335							0	0	0	0	28.0	22.0	29.0			W 09656,km	Qa XVI,2	Unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 117, W 9656,km	28x29x22, same locus as W 9578,a, 23.1.1931, cone-shaped clay object with a possible numerical sign on the upper edge, 18.2 grams, photo courtesy of DAI-Baghdad.				0	0			0	0	0	0		
P001680		ATU 5, pl. 117, W 9656,?	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21380							0	0	0	0	32.0	22.0	21.0			W 09656,?	Qa XVI,2	unter der Abgleichung der Schicht III, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 117, W 9656,?	"32x21x22, same locus as W 9578,a, 23.1.1931, tablet bears only the excavation number ""W 9656""."				0	0			0	0	0	0		
P001681		ATU 5, pl. 117, W 9761,a	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 15268							0	0	0	0	46.0	28.0	37.0			W 09761,a	Pb XVI,5	südwestlicher Wadirand; Schicht III					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 117, W 9761,a	46x37x28, Pb XVI,5, southwestern edge of the wadi, level III, 26.1.1931.				0	0			0	0	0	0		
P001682		ATU 5, pl. 117, W 9761,b	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 15083							0	0	0	0	46.0	27.0	40.0			W 09761,b	Pb XVI,5	südwestlicher Wadirand; Schicht III					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1376572	primary;history	pl. 117, W 9761,b;	46x40x27, same locus as W 9761,a, ATU 1, 576, 26.1.1931, see ATU 1, p. 22.				0	0			0	0	0	0		
P001683		ATU 5, pl. 118, W 9762	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 15029							0	0	0	0	48.0	65.0	27.0			W 09762	Pb XVI,5	südwestlicher Wadirand					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1376573	primary;history	pl. 118, W 9762;	48x27x65, Pb XVI,5, southwestern edge of the wadi, ATU 1, 395, 27.1.1931, VAT number written below stricken VAT 14929.				0	0			0	0	0	0		
P001684		ATU 5, pl. 118, W 9827	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 15161							0	0	0	0	55.0	28.0	60.0			W 09827	Pb XVI,5	2 m südwestlich des großen Halbrundpfeilers, 0,5 m über der Oberkante des Mosaikbandes					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Nissen1991FrüheSchrift ; Englund1994ATU5; Englund1998OBO160/1; Falkenstein1936ATU1; Vaiman	history; primary; history; history; history	p. 112, no. 13.2; pl. 118, W 9827; p. 178 fig. 66; 577; 141 no. 24	; 55x60x28 - Pb XVI,5, 2 m southwest of the large half-column, 0.5 m above the upper edge of the mosaic band - ATU 1, 577 - A. Vaiman, VDI 1974/2, 141 (=BagM 20, 124), no. 24 - Frühe Schrift, p. 112, fig. 13b, no. 13.2 = Archaic Bookkeeping, p. 71, fig. 61 - 28.; copy; ; 				0	0			0	0	0	0		
P001685		ATU 5, pl. 118, W 9850	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)						Sx	VAT 15368							0	0	0	0	37.0	21.0	31.0			W 09850	Qa XVI,3	unter der Abgleichung der Schicht III/IV, 1,5 m über der Höhe des Kalksteinsockels// t.a.q. IIIc					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1376574	primary;history	pl. 118, W 9850;	37x31x21, Qa XVI,3, below the leveling of level III/IV, ATU 1, 569, 29.1.1931, sealed tablet, see ATU 1, p. 33, fn. 2.				0	0			0	0	0	0		
P001686		ATU 5, pl. 118, W 9851	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VA 13628							0	0	0	0	70.0	11.0	62.0			W 09851	Qa XVI,3	unter der Abgleichung der Schicht III/IV, 1,5 m über der Höhe des Kalksteinsockels					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 118, W 9851	70x62x11, same locus as W 9850, 29.1.1931, wild bull sketched with stylus.			with drawing 	0	0			0	0	0	0		
P001687		ATU 5, pl. 118, W 10564	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 15210							0	0	0	0	27.0	10.0	24.0			W 10564	?	Eanna-Gebiet					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1376575;1444423	primary;history;history	pl. 118, W 10564;	27x24x10, area of Eanna, ATU 1, 589, 4.3.1931.				0	0			0	0	0	0		
P001688		ATU 5, pl. 119, W 10581	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 15157							0	0	0	0	54.0	20.0	37.0			W 10581	Qa XVI,2	unter Abgleichung der Schicht III// t.a.q. IIIc					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1376576;1454064;1462088;1458925	primary;history;history;history;history	pl. 119, W 10581;	"54x37x20, Qa XVI,2, below the leveling of level III, ATU 1, 242, 6.3.1931, ""blank"" tablet with traces of erased signs."				0	0			0	0	0	0		
P001689		ATU 5, pl. 119, VAT 17785	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 17785							0	0	0	0	32.0	30.0	51.0			W — ?	?						Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994ATU5; sec971	primary; citation	pl. 119, VAT 17785; 173	32x51x30 - account of large areas (the preserved entry of 160 bùr would correspond to a square with sides of ca. 537 ninda length - thus the first, broken entry would have recorded the length of one of the sides).; 				0	0			0	0	0	0		
P001690		ATU 5, pl. 119, VAT 17821	tablet	Uruk V (ca. 3500-3350 BC)	Uruk (mod. Warka)							VAT 17821				change to Uruk V ?, numerical tablet			0	0	0	0	36.0	20.0	45.0			W — ?	?						Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994	primary	pl. 119, VAT 17821	"36x45x20, ""numerical"" tablet."				0	0			0	0	0	0		
P001691		ATU 5, pl. 119, VAT 17834	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 17834							0	0	0	0	25.0	17.0	17.0			W — ?	?						Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund1994;1444424	primary;history	pl. 119, VAT 17834	25x17x17, nondescript fragment.				0	0			0	0	0	0		
P001692		ATU 5, pl. 120, W 10133,a	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)						Sx	VA 14887							0	0	0	0	81.0	27.0	84.0			W 10133,a	K XVII,?	auf Boden des weißen Tempels im südlichen Treppenhaus zwischen nö Wand und Treppenwange					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Nissen1991FrüheSchrift ; Englund1994ATU5; Englund1998OBO160/1	history; primary; history	p. 172, no. 6.8 ; pl. 120, W 10133,a; p. 51 fig. 14	(incorrectly identified p. 209, as W 16139,a); 81x84x27 - K XVII, on the floor of the White Temple in the southern room with staircase, between northeastern wall and the stairway - Frühe Schrift, p. 172, fig. 18d, no. 6.8 = Archaic Bookkeeping, p. 128, fig. 110 right (incorrectly identified in the respe; copy				0	0			0	0	0	0		
P001693		ATU 5, pl. 120, W 10133,b	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA 14887							0	0	0	0	77.0	27.0	76.0			W 10133,b	K XVII,?	auf Boden des weißen Tempels im südlichen Treppenhaus zwischen nö Wand und Treppenwange					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Englund1994	primary	pl. 120, W 10133,b	77x76x27, same locus as W 10133,a, 12.2.1931, sealed gypsum tablet.				0	0			0	0	0	0		
P001694		ATU 5, pl. 120, W 10133,c	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA 14887							0	0	0	0	73.0	23.0	92.0			W 10133,c	K XVII,?	auf Boden des weißen Tempels im südlichen Treppenhaus zwischen nö Wand und Treppenwange					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Englund1994	primary	pl. 120, W 10133,c	73x92x23, same locus as W 10133,a, 12.2.1931, gypsum tablet.				0	0			0	0	0	0		
P001695		ATU 5, pl. 120, W 10133,d	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA 14887							0	0	0	0	68.0	25.0	77.0			W 10133,d	K XVII,?	auf Boden des weißen Tempels im südlichen Treppenhaus zwischen nö Wand und Treppenwange					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Englund1994	primary	pl. 120, W 10133,d	68x77x25, same locus as W 10133,a, 12.2.1931, sealed gypsum tablet.				0	0			0	0	0	0		
P001696		ATU 5, pl. 120, W 10133,e	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA 14887							0	0	0	0	121.0	30.0	122.0			W 10133,e	K XVII,?	auf Boden des weißen Tempels im südlichen Treppenhaus zwischen nö Wand und Treppenwange					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Englund1994	primary	pl. 120, W 10133,e	121x122x30, same locus as W 10133,a, 12.2.1931, gypsum tablet.				0	0			0	0	0	0		
P001697		ATU 5, pl. 120, W 10133,f	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA 14887							0	0	0	0	80.0	28.0	80.0			W 10133,f	K XVII,?	auf Boden des weißen Tempels im südlichen Treppenhaus zwischen nö Wand und Treppenwange					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Englund1994	primary	pl. 120, W 10133,f	80x80x28, same locus as W 10133,a, 12.2.1931, sealed gypsum tablet.				0	0			0	0	0	0		
P001698		ATU 5, pl. 120, W 10187,a	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA 14887							0	0	0	0	83.0	21.0	99.0			W 10187,a	K XVII,?	aus südlichem Treppenraum auf Boden					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Englund1994	primary	pl. 120, W 10187,a	83x99x21, K XVII, on the floor of the southern room with staircase, 13.2.1931, gypsum tablet.				0	0			0	0	0	0		
P001699		ATU 5, pl. 120, W 10187,b	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA 14887							0	0	0	0	111.0	41.0	120.0			W 10187,b	K XVII,?	aus südlichem Treppenraum auf Boden					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Englund1994	primary	pl. 120, W 10187,b	111x120x41, same locus as W 10187,a, 13.2.1931, gypsum tablet, circular impression has a diameter of 45 mm.				0	0			0	0	0	0		
P001700		ATU 5, pl. 120, W 10187,c+	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA 14887							0	0	0	0	99.0	31.0	103.0			W 10187,c + W 16351	K XVII,?	aus südlichem Treppenraum auf Boden (W 10187,c); XXX (W 16351)					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Englund1994	primary	pl. 120, W 10187,c+	99x103x31, same locus as W 10187,a (W 10187,c), K XVII, from the large mud bricks at the southwestern side of the White Temple (W 16351), 13.2.1931 (W 10187,c), 28.1.1936 (W 16351, 8th campaign), gypsum tablet.				0	0			0	0	0	0		
P001701		ATU 5, pl. 121, W 10187,d+	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VA 14887							0	0	0	0	106.0	29.0	103.0			W 10187,d + W 16243	K XVII,?	aus südlichem Treppenraum auf Boden (W 10187,d); XXX (W 16243)					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	gypsum	Englund1994	primary	pl. 121, W 10187,d+	106x103x29, same locus as W 10187,a (W 10187,d), K XVII, from the uppermost rubbish layer above the Seleucid mudbricks (W 16243), 13.2.1931 (W 10187,d), 6.1.1936 (W 16243, 8th campaign), gypsum tablet, W 16243 as of April 1990 missing in the Iraq Museum.				0	0			0	0	0	0		
P001702		ATU 6, pl. 002, W 10585	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 16737							0	0	0	0	98.0	33.0	85.0			W 10585	Pb XVI,?	+19.30 m, in den Schwemmschichten über der Riemcheneinmauerung der Stiftfassade, ca.5 m westlich der Fassade					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 2, W 10585	Pb XVI,?, +19.30 m, in den Schwemmschichten über der Riemcheneinmauerung der Stiftfassade, ca.5 m westlich der Fassade, 4.				0	0			0	0	0	0		
P001703		ATU 6, pl. 001, W 10590,h	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 21420							0	0	0	0	43.0	19.0	50.0			W 10590,h	Pb XVI,?	in den Schwemmschichten über d. Riemchenmauerung der Stiftfassade (?) see comments					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 1, W 10590,h	Pb XVI,?, in den Schwemmschichten über der Riemchenmauerung der Stiftfassade (?), 3?, die Grabungsnummer ist unsicher, da auf der Tafel lediglich W 1059 ,h erkenntlich ist.				0	0			0	0	0	0		
P001704		ATU 6, pl. 002, W 10593	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 21299							0	0	0	0	61.0	39.0	49.0			W 10593	Pb XVI,?	+19.60 m, 1.2 m westlich des Rundpfeilers					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 2, W 10593	Pb XVI,?, +19.60 m, 1.2 m westlich des Rundpfeilers, 4.				0	0			0	0	0	0		
P001705		ATU 6, pl. 003, W 10594+	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 16909 + VAT 16910 + VAT 16911							0	0	0	0	87.0	24.0	72.0			W 10594 + W 10599 + W 10600	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 3, W 10594+	Pb XVI,?, 3 m westlich des Stiftrundpfeilers in den waagerechten Schichten, 3, VAT16909 = W10594, VAT16910 = W10599,				0	0			0	0	0	0		
P001706		ATU 6, pl. 003, W 10595	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 16934							0	0	0	0	59.0	18.0	29.0			W 10595	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 3, W 10595	Fundstelle wie W 10594+, 4, .				0	0			0	0	0	0		
P001707		VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VA — ?							0	0	0	0						W 10596	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay								0	0			0	0	0	0		
P001708		ATU 6, pl. 003, W 10597	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 21421							0	0	0	0	51.0	20.0	49.0			W 10597	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 3, W 10597	Fundstelle wie W 10594+, 3?.				0	0			0	0	0	0		
P001709		ATU 6, pl. 003, W 10598+	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 16916 + VAT 16937 + VAT 17713							0	0	0	0	81.0	21.0	83.0			W 10598 + W 10605 + W 10630	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 3, W 10598+	Fundstelle wie W 10594+, 3, vertikale Achse, Join 11.88.				0	0			0	0	0	0		
P001712		ATU 6, pl. 004, W 10601	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 17881							0	0	0	0	35.0	17.0	47.0			W 10601	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10601	Fundstelle wie W 10594+, 3, Vs. ii 3b N34 über einer getilgten Notation 3N14.				0	0			0	0	0	0		
P001713		ATU 6, pl. 004, W 10602	tablet	Uruk IV (ca. 3350-3200 BC)	Uruk (mod. Warka)							VAT 17871							0	0	0	0	55.0	18.0	31.0			W 10602	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10602	Fundstelle wie W 10594+, 4, s. J. Friberg, AfO 44/45 (1997/98) 32.				0	0			0	0	0	0		
P001714		ATU 6, pl. 004, W 10603	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 17621							0	0	0	0	44.0	12.0	27.0			W 10603	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10603	Fundstelle wie W 10594+, 3.				0	0			0	0	0	0		
P001715		ATU 6, pl. 004, W 10604+	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VAT 16914 + VAT 16915							0	0	0	0	60.0	18.0	58.0			W 10604 + W 10606	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay	Englund2005	primary	pl. 4, W 10604+	Fundstelle wie W 10594+, 3, VAT16914 = W10606, VAT16915 = W10604, Join 11.88.				0	0			0	0	0	0		
P001718		VA — ?	tablet	Uruk III (ca. 3200-3000 BC)	Uruk (mod. Warka)							VA — ?							0	0	0	0						W 10607	Pb XVI,?	3 m westlich des Stiftrundpfeilers in den waagerechten Schichten					Vorderasiatisches Museum, Berlin, Germany			Administrative	undetermined	clay								0	0			0	0	0	0		
