id_text	artifact_id	museum_no	designation	publications_key	publications_type	publications_exact_ref	publications_comment	provenience	period	dates	collections	genres	materials	artifact_type	height	thickness	width	weight	elevation	excavation_no	findspot_square	findspot_comments	stratigraphic_level	surface_preservation	condition_description	artifact_preservation	languages	written_in	archive	composite_no	composites	seal_no	seals	accession_no	cdli_comments	artifact_comments	provenience_comments	is_provenience_uncertain	period_comments	is_period_uncertain	artifact_type_comments	is_artifact_type_uncertain	seal_information	is_school_text	alternative_years	external_resources	external_resources_key	genres_comment	genres_uncertain	languages_uncertain	materials_aspect	materials_color	materials_uncertain	retired	has_fragments	is_artifact_fake	redirect_artifact_id	retired_comments
P000588	588	IM 134917	CDLI Lexical 000026, ex. 042	Englund1993ATU3	history	pl. 73, W 21395		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	33.0	14.0	25.0			W 21395	Ne XVI,1	aus dem Verfallschutt des Stampflehmgebäudes der Schicht III					undetermined				Q000026							0		0		0		0		DCCLT; ARMEP	P000588; P000588	Archaic Metal (witness) 	0	0			0	0	0	0		
P000589	589	IM 074327	CDLI Lexical 000002, ex. 021	Englund1993ATU3	history	pl. 4, W 21418,1		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	107.0	23.0	64.0			W 21418,01	Ne XVII,1	aus dem großen Jemdet Nasr-zeitlichen Asphaltloch, zusammen mit Keramik 21412,1-4 und den Siegelabrollungen 21419,152					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000589; P000589	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000590	590	IM 134922	CDLI Lexical 000022, ex. 026	Englund1993ATU3	history	pl. 42, W 21418,5		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	40.0	20.0	60.0			W 21418,05	Ne XVII,1	aus dem großen Jemdet Nasr-zeitlichen Asphaltloch, zusammen mit Keramik 21412,1-4 und den Siegelabrollungen 21419,1 52					undetermined				Q000022							0		0		0		0		DCCLT; ARMEP	P000590; P000590	Archaic Wood (witness) 	0	0			0	0	0	0		
P000591	591	IM 134924	CDLI Lexical 000023, ex. 035	Englund1993ATU3	history	pl. 58, W 21418,7+		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	72.0	16.0	51.0			W 21418,07 + W 21418,12	Ne XVII,1	aus dem großen Jemdet Nasr-zeitlichen Asphaltloch, zusammen mit Keramik 21412,1-4 und den Siegelabrollungen 21419,1 52					undetermined				Q000023							0		0		0		0		DCCLT; ARMEP	P000591; P000591	Archaic Vessels and Garments (witness) 	0	0			0	0	0	0		
P000593	593	HD: W 21451	CDLI Lexical Archaic Unidentified, ex. 105	Englund1993ATU3; sec630	history; history	pl. 97, W 21451; 	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	34.0	19.0	36.0			W 21451	Ob XVI,1	im Schutt, 50 cm unter der Oberfläche					undetermined											0		0		0		0		DCCLT; ARMEP	P000593; P000593	Archaic Unidentified (witness) 	0	0			0	0	0	0		
P000594	594	IM 134937	CDLI Lexical 000002, ex. 141	Englund1993ATU3; sec632	history; history	pl. 19, W 21473; 	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	27.0	17.0	31.0			W 21473	Oa XV,5	aus dem Füllschutt der Wohnhäuser des 1.Jahrtausends					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000594; P000594	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000595	595	IM 074334	CDLI Lexical 000023, ex. 057	Englund1993ATU3; sec634	history; history	pl. 61, W 21535+; 	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet						W 21535 + W 21536	Oa XVI,2	in der Auffüllung des Stampflehmgebäudes, im großen Raum					undetermined				Q000023							0		0		0		0		DCCLT; ARMEP	P000595; P000595	Archaic Vessels and Garments (witness) 	0	0			0	0	0	0		
P000597	597	HD: W 21552	CDLI Lexical 000002, ex. 057	Englund1993ATU3; sec636	history; history	pl. 10, W 21552; 	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	51.0	26.0	102.0			W 21552	Oa XVI,1	in Füllung des Stampflehmgebäudes					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000597; P000597	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000598	598	HD: W 21681	CDLI Lexical 000023, ex. 050	Englund1993ATU3; UVB24catalogue	history; history	pl. 60, W 21681; catalogue	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	59.0	23.0	42.0			W 21681	Ob XV,5	im Schutt zwischen Stampflehmmauern					undetermined				Q000023							0		0		0		0		DCCLT; ARMEP	P000598; P000598	Archaic Vessels and Garments (witness) 	0	0			0	0	0	0		
P000599	599	HD: W 21697	CDLI Lexical 000002, ex. 076	Englund1993ATU3	history	pl. 12, W 21697		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	38.0	14.0	35.0			W 21697	Ob XVI,1	an Stampflehmmauer, 1 munter der Oberkante im Schutt, fast auf dem Estrich					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000599; P000599	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000600	600	IM 134952	CDLI Lexical 000023, ex. 015	Englund1993ATU3	history	pl. 55, W 21723		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	42.0	21.0	58.0			W 21723	Ob XV,4	im Schutt zwischen Stampflehmmauern					undetermined				Q000023							0		0		0		0		DCCLT; ARMEP	P000600; P000600	Archaic Vessels and Garments (witness) 	0	0			0	0	0	0		
P000601	601	HD: W 21735,3	CDLI Lexical 000002, ex. 016	Englund1993ATU3	history	pl. 3, W 21735,3		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	38.0	16.0	44.0			W 21735,3	Oc XV,4	im Schutt zwischen Stampflehmmauern					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000601; P000601	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000602	602	HD: W 21735,4	CDLI Lexical 000023, ex. 083	Englund1993ATU3	history	pl. 64, W 21735,4		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	31.0	14.0	31.0			W 21735,4	Oc XV,4	im Schutt zwischen Stampflehmmauern					undetermined				Q000023							0		0		0		0		DCCLT; ARMEP	P000602; P000602	Archaic Vessels and Garments (witness) 	0	0			0	0	0	0		
P000603	603	IM 134956	CDLI Lexical 000022, ex. 019	Englund1993ATU3	history	pl. 41, W 21741		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	40.0	18.0	45.0			W 21741	Oc XV,4	im Schutt zwischen Stampflehmmauern					undetermined				Q000022							0		0		0		0		DCCLT; ARMEP	P000603; P000603	Archaic Wood (witness) 	0	0			0	0	0	0		
P000604	604	IM —	CDLI Lexical 000002, ex. 037	Englund1993ATU3; Green1987ATU2	history; history	pl. 6, W 21745; pl. 52	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	78.0	0.0	77.0			W 21745	Ob/c XV,4	im Schutt zwischen Stampflehmmauern					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000604; P000604	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000605	605	IM 134958	CDLI Lexical 000023, ex. 090	Englund1993ATU3	history	pl. 65, W 21759		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	55.0	26.0	53.0			W 21759	Ob XV,4	im Schutt eines Raumes des Stampflehmgebäudes					undetermined				Q000023							0		0		0		0		DCCLT; ARMEP	P000605; P000605	Archaic Vessels and Garments (witness) 	0	0			0	0	0	0		
P000606	606	HD: W 21761,a+	CDLI Lexical 000002, ex. 030	Englund1993ATU3	history	pl. 5, W 21761,a+		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet						W 21761,a + W 21761,b	La XII,5	Schnittsteg 2, Schicht 9, westlich der äußeren Ringmauer					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000606; P000606	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000608	608	IM —	CDLI Lexical 000028, ex. 09	Englund1993ATU3; UVB25catalogue	history; history	pl. 75, W 21916,1; catalogue	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet						W 21916,1	Ob XV,4	im Schutt zwischen den untersten Lagen der Stampflehmmauern					undetermined				Q000028							0		0		0		0		DCCLT; ARMEP	P000608; P000608	Archaic Grain (witness) 	0	0			0	0	0	0		
P000609	609	IM —	CDLI Lexical 000013, ex. 004	Englund1993ATU3; UVB25catalogue	history; history	pl. 31, W 21916,2; catalogue	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet						W 21916,2	Ob XV,4	im Schutt zwischen den untersten Lagen der Stampflehmmauern					undetermined				Q000013							0		0		0		0		DCCLT; ARMEP	P000609; P000609	Archaic Fish (witness) 	0	0			0	0	0	0		
P000610	610	HD: W 21924,1	CDLI Lexical Archaic Unidentified, ex. 106	Englund1993ATU3; UVB25catalogue	history; history	pl. 98, W 21924,1; catalogue	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	53.0	28.0	43.0			W 21924,1	Oc XV,5	aus unterster Lage einer Stampflehmmauer					undetermined											0		0		0		0		DCCLT; ARMEP	P000610; P000610	Archaic Unidentified (witness) 	0	0			0	0	0	0		
P000611	611	HD: W 21924,2	CDLI Lexical 000022, ex. 020	Englund1993ATU3; UVB25catalogue	history; history	pl. 41, W 21924,2; catalogue	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	27.0	20.0	43.0			W 21924,2	Oc XV,5	aus unterster Lage einer Stampflehmmauer					undetermined				Q000022							0		0		0		0		DCCLT; ARMEP	P000611; P000611	Archaic Wood (witness) 	0	0			0	0	0	0		
P000614	614	IM 134962	CDLI Lexical 000022, ex. 028	Englund1993ATU3	history	pl. 43, W 22090,2+		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	76.0	0.0	77.0			W 22090,2 + W 22090,3 + W 22090,5 + W 22090,9	Ne XVII,1	Schuttloch III					undetermined				Q000022							0		0		0		0		DCCLT; ARMEP	P000614; P000614	Archaic Wood (witness) 	0	0			0	0	0	0		
P000615	615	HD: W 22090,8	CDLI Lexical Archaic Unidentified, ex. 107	Englund1993ATU3	history	pl. 98, W 22090,8		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	27.0	12.0	33.0			W 22090,8	Ne XVII,1	Schuttloch III					undetermined											0		0		0		0		DCCLT; ARMEP	P000615; P000615	Archaic Unidentified (witness) 	0	0			0	0	0	0		
P000617	617	HD: W 22091,3	CDLI Lexical 000002, ex. 022	Englund1993ATU3	history	pl. 4, W 22091,3		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	23.0	10.0	17.0			W 22091,3	Ne XVII,1	Schuttloch III					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000617; P000617	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000618	618	IM 134981	CDLI Lexical 000013, ex. 005	Englund1993ATU3	history	pl. 31, W 22101,7+		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	30.0	16.0	36.0			W 22101,7 + W 22101,9a	Ne XVII,1	Schuttloch III					undetermined				Q000013							0		0		0		0		DCCLT; ARMEP	P000618; P000618	Archaic Fish (witness) 	0	0			0	0	0	0		
P000620	620	IM 134983,1	CDLI Lexical 000013, ex. 013	Englund1993ATU3	history	pl. 32, W 22101,9b		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	20.0	11.0	16.0			W 22101,9b	Ne XVII,1	Schuttloch III					undetermined				Q000013							0		0		0		0		DCCLT; ARMEP	P000620; P000620	Archaic Fish (witness) 	0	0			0	0	0	0		
P000621	621	HD: W 22104,0	CDLI Lexical 000026, ex. 043	Englund1993ATU3	history	pl. 73, W 22104,0		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	34.0	15.0	32.0			W 22104,0	Ne XVII,1	Schuttloch III					undetermined				Q000026							0		0		0		0		DCCLT; ARMEP	P000621; P000621	Archaic Metal (witness) 	0	0			0	0	0	0		
P000622	622	IM 134984	CDLI Lexical 000002, ex. 045	Englund1993ATU3	history	pl. 8, W 22115,0		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	57.0	23.0	56.0			W 22115,0	Ne XVII,1	Schuttloch III					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000622; P000622	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000623	623	HD: W 22116,2	CDLI Lexical 000013, ex. 021	Englund1993ATU3	history	pl. 33, W 22116,2		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	25.0	15.0	35.0			W 22116,2	Ne XVII,1	Schuttloch III					undetermined				Q000013							0		0		0		0		DCCLT; ARMEP	P000623; P000623	Archaic Fish (witness) 	0	0			0	0	0	0		
P000624	624	HD: W 22117,0	CDLI Lexical Archaic Unidentified, ex. 108	Englund1993ATU3	history	pl. 98, W 22117,0		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		German Archaeological Institute, Berlin, Germany	Lexical	clay	tablet	41.0	16.0	41.0			W 22117,0	Ne XVII,1	Schuttloch III					undetermined											0		0		0		0		DCCLT; ARMEP	P000624; P000624	Archaic Unidentified (witness) 	0	0			0	0	0	0		
P000625	625	IM 134996	CDLI Lexical 000022, ex. 013	Englund1993ATU3	history	pl. 40, W 22118,6		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	37.0	16.0	36.0			W 22118,6	Ne XVII,1	Schuttloch III					undetermined				Q000022							0		0		0		0		DCCLT; ARMEP	P000625; P000625	Archaic Wood (witness) 	0	0			0	0	0	0		
P000626	626	IM 134997	CDLI Lexical Archaic Unidentified, ex. 109	Englund1993ATU3	history	pl. 98, W 22118,7		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	29.0	20.0	50.0			W 22118,7	Ne XVII,1	Schuttloch III					undetermined											0		0		0		0		DCCLT; ARMEP	P000626; P000626	Archaic Unidentified (witness) 	0	0			0	0	0	0		
P000627	627	IM 135004	CDLI Lexical 000023, ex. 084	Englund1993ATU3	history	pl. 64, W 22119,4		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	25.0	13.0	20.0			W 22119,4	Ne XVII,1	Schuttloch III					undetermined				Q000023							0		0		0		0		DCCLT; ARMEP	P000627; P000627	Archaic Vessels and Garments (witness) 	0	0			0	0	0	0		
P000628	628	IM 135005	ATU 3, pl. 081, W 22119,5	Englund1993ATU3	primary	pl. 81, W 22119,5	? - Vocabulary 8-1 - Fundstelle wie W 22090,2+ - ein möglicher Join W 22119,5+22136 konnte im Iraq Museum, Baghdad, nicht geprüft werden, Maße der Fragmente: 22x21x12 bzw. 69x36x21 - nach der Dicke der jeweiligen Tafeln wäre ein Join eher unwahrscheinlich.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Vocabularies	clay	tablet						W 22119,5	Ne XVII,1	Schuttloch III					undetermined											0		0		0		0		DCCLT; ARMEP	P000628; P000628	"""Archaic Vocabulary (witness) Text category: 15-08-1; Foreign ID: LVO 8/1"""	0	0			0	0	0	0		
P000629	629	IM 135036	CDLI Lexical Archaic Unidentified, ex. 110	Englund1993ATU3	history	pl. 98, W 22135,4		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	40.0	10.0	22.0			W 22135,4	Ne XVII,1	Schuttloch III					undetermined											0		0		0		0		DCCLT; ARMEP	P000629; P000629	Archaic Unidentified (witness) 	0	0			0	0	0	0		
P000630	630	IM 135037	CDLI Lexical Archaic Unidentified, ex. 111	Englund1993ATU3	history	pl. 98, W 22135,5		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	23.0	16.0	23.0			W 22135,5	Ne XVII,1	Schuttloch III					undetermined											0		0		0		0		DCCLT; ARMEP	P000630; P000630	Archaic Unidentified (witness) 	0	0			0	0	0	0		
P000631	631	IM 073411	ATU 3, pl. 081, W 22136	Englund1993ATU3	primary	pl. 81, W 22136	69x36x21 - Vocabulary 8-2 - Fundstelle wie W 22090,2+ - s. die Angaben zu W 22119,5.	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Vocabularies	clay	tablet	69.0	21.0	36.0			W 22136	Ne XVII,1	Schuttloch III					undetermined											0		0		0		0		DCCLT; ARMEP	P000631; P000631	"""Archaic Vocabulary (witness) Text category: 15-08-2; Foreign ID: LVO 8/2"""	0	0			0	0	0	0		
P000632	632	IM 135437	CDLI Lexical 000022, ex. 027	Englund1993ATU3	history	pl. 42, W 23610, BagM 10 (1979) 141		Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	60.0	20.0	23.0			W 23610	Oa XV,4	an der Kante zwischen der alten und der neuen Grabung					undetermined				Q000022							0		0		0		0		DCCLT; ARMEP	P000632; P000632	Archaic Wood (witness) 	0	0			0	0	0	0		
P000633	633	IM 081213	CDLI Lexical 000022, ex. 014	Cavigneaux1991BagM22; Englund1993ATU3	history; history	061; pl. 40, W 23973,2	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	47.0	24.0	53.0			W 23973,02	Oa XV,3	in der Höhe der letzten Schicht der neubabylonischen Häuser					undetermined				Q000022							0		0		0		0		DCCLT; ARMEP	P000633; P000633	Archaic Wood (witness) 	0	0			0	0	0	0		
P000634	634	IM —	CDLI Lexical 000002, ex. 087	Cavigneaux1991BagM22; Englund1993ATU3	history; history	62; pl. 13, W 23973,6a	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet						W 23973,06a	Oa XV,3	in der Höhe der letzten Schicht der neubabylonischen Häuser					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000634; P000634	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000635	635	IM —	CDLI Lexical 000002, ex. 169	Cavigneaux1991BagM22; Englund1993ATU3	history; history	62; pl. 22, W 23973,6b	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet						W 23973,06b	Oa XV,3	in der Höhe der letzten Schicht der neubabylonischen Häuser					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000635; P000635	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000636	636	IM 135458	CDLI Lexical 000002, ex. 031	Cavigneaux1991BagM22; Englund1993ATU3	history; history	63; pl. 5, W 23973,7c	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	22.0	21.0	30.0			W 23973,07c	Oa XV,3	in der Höhe der letzten Schicht der neubabylonischen Häuser					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000636; P000636	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000637	637	IM 135475	CDLI Lexical 000013, ex. 006	Cavigneaux1991BagM22; Englund1993ATU3	history; history	066; pl. 31, W 23983,e	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	21.0	9.0	27.0			W 23983,e	Oa/b XV,3/4	Stampflehmgebäude Korridor 141					undetermined				Q000013							0		0		0		0		DCCLT; ARMEP	P000637; P000637	Archaic Fish (witness) 	0	0			0	0	0	0		
P000638	638	IM —	CDLI Lexical 000026, ex. 044	Cavigneaux1991BagM22; Englund1993ATU3	history; history	67; pl. 73, W 23984	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet						W 23984	Oa/b XV,3/4	Stampflehmgebäude Korridor 141					undetermined				Q000026							0		0		0		0		DCCLT; ARMEP	P000638; P000638	Archaic Metal (witness) 	0	0			0	0	0	0		
P000639	639	IM 135477	CDLI Lexical 000022, ex. 021	Cavigneaux1991BagM22; Englund1993ATU3	history; history	067; pl. 41, W 23986,a	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	48.0	26.0	42.0			W 23986,a	Ob XV,3	Stampflehmgebäude Korridor 141, NO-Teil					undetermined				Q000022							0		0		0		0		DCCLT; ARMEP	P000639; P000639	Archaic Wood (witness) 	0	0			0	0	0	0		
P000640	640	IM 135581	CDLI Lexical 000002, ex. 023	Cavigneaux1991BagM22; Englund1993ATU3	history; history	68; pl. 4, W 23989	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	38.0	15.0	62.0			W 23989	Ob XV,3	Stampflehmgebäude Korridor 141 NO-Teil, kurz über Fußboden					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000640; P000640	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000641	641	IM 081224	CDLI Lexical 000026, ex. 017	Cavigneaux1991BagM22; Englund1993ATU3	history; history	71; pl. 70, W 23997,2	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	100.0	27.0	73.0			W 23997,2	Ob XV,3	Stampflehmgebäude Raum 140					undetermined				Q000026							0		0		0		0		DCCLT; ARMEP	P000641; P000641	Archaic Metal (witness) 	0	0			0	0	0	0		
P000642	642	IM 135487	CDLI Lexical 000002, ex. 042	Cavigneaux1991BagM22; Englund1993ATU3	history; history	72; pl. 7, W 23997,4a	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	23.0	13.0	20.0			W 23997,4a	Ob XV,3	Stampflehmgebäude Raum 140					undetermined				Q000002							0		0		0		0		DCCLT; ARMEP	P000642; P000642	Archaic Lu2 A (witness) 	0	0			0	0	0	0		
P000643	643	IM 081225,1	CDLI Lexical 000034, ex. 015	Cavigneaux1991BagM22; Englund1993ATU3; sec692	history; history; history	72; pl. 77, W 23998,1; 	; ; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	52.0	18.0	40.0			W 23998,1	Ob XV,3	Stampflehmgebäude Durchgang zwischen den Räumen 139 und 140					undetermined				Q000034							0		0		0		0		DCCLT; ARMEP	P000643; P000643	Archaic Cities (witness) 	0	0			0	0	0	0		
P000644	644	IM 135500	CDLI Lexical Archaic Unidentified, ex. 112	Cavigneaux1991BagM22; Englund1993ATU3	history; history	076; pl. 98, W 23999,4c	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	29.0	15.0	35.0			W 23999,4c	Ob XV,3/4	Stampflehmgebäude Raum 139					undetermined											0		0		0		0		DCCLT; ARMEP	P000644; P000644	Archaic Unidentified (witness) 	0	0			0	0	0	0		
P000645	645	IM 081229	CDLI Lexical 000023, ex. 036	Cavigneaux1991BagM22; Englund1993ATU3	history; history	77; pl. 58, W 24004,1	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	58.0	26.0	42.0			W 24004,01	Ob XV,3	Stampflehmgebäude Raum 143					undetermined				Q000023							0		0		0		0		DCCLT; ARMEP	P000645; P000645	Archaic Vessels and Garments (witness) 	0	0			0	0	0	0		
P000646	646	IM 135506	CDLI Lexical Archaic Unidentified, ex. 114	Cavigneaux1991BagM22; Englund1993ATU3	history; history	077; pl. 98, W 24004,2a	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)		National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	34.0	16.0	35.0			W 24004,02a	Ob XV,3	Stampflehmgebäude Raum 143					undetermined											0		0		0		0		DCCLT; ARMEP	P000646; P000646	Archaic Unidentified (witness) 	0	0			0	0	0	0		
P000647	647	IM 135509	CDLI Lexical 000026, ex. 018	Cavigneaux1991BagM22; Englund1993ATU3	history; history	78; pl. 70, W 24004,3a	; 	Uruk (mod. Warka)	Uruk III (ca. 3200-3000 BC)	00.00.00.00	National Museum of Iraq, Baghdad, Iraq	Lexical	clay	tablet	69.0	22.0	25.0			W 24004,03a	Ob XV,3	Stampflehmgebäude Raum 143					undetermined				Q000026							0		0		0		0		DCCLT; ARMEP	P000647; P000647	Archaic Metal (witness) 	0	0			0	0	0	0		
