|ŠU₂.EN~a|~v1	ŠU₂	EN~a	
|ŠU₂.EN~b|	ŠU₂	EN~b
|ŠU₂.GIŠ|	ŠU₂	GIŠ
|ŠU₂.(HI×1(N57))&(HI×1(N57))|	ŠU₂	HI×1(N57)&HI×1(N57)
|ŠU₂.1(N02)|	ŠU₂	1(N02)
|ŠU₂.2(N57)|	ŠU₂	2(N57)
|ŠU₂.URI₃~a|	ŠU₂	URI₃~a
|TA~d×MAŠ|	TA~d	MAŠ
|TUG₂~a.(BAD&BAD)|	TUG₂~a	BAD&BAD
|TUR×X|	TUR	X
|TUR₃~b×TAK₄~a|	TUR₃~b	TAK₄~a
|U₄.1(N08)|	U₄	1(N08)
|U₄.2(N08)|	U₄	2(N08)
|U₄.3(N08)|	U₄	3(N08)
|U₄.4(N08)|	U₄	4(N08)
|U₄.5(N08)|	U₄	5(N08)
|U₄.6(N08)|	U₄	6(N08)
|U₄.7(N08)|	U₄	7(N08)
|U₄.8(N08)|	U₄	8(N08)
|U₄.1(N14)|	U₄	1(N14)
|U₄.(1(N14).3(N08))|	U₄	1(N14).3(N08)
|U₄.(1(N14).4(N08))|	U₄	1(N14).4(N08)
|U₄.(1(N14).5(N08))|	U₄	1(N14).5(N08)
|U₄.(1(N14).8(N08))|	U₄	1(N14).8(N08)
|U₄.2(N14)|	U₄	2(N14)
|U₄.ŠU₂|	U₄	ŠU₂
|U₄×1(N01)|	U₄	1(N01)
|U₄×1(N01).5(N08)|	U₄×1(N01)	5(N08)
|U₄×1(N01@f)|	U₄	1(N01)
|U₄×2(N01)|	U₄	2(N01)
|U₄×2(N01).2(N14)|	U₄×2(N01)	2(N14)
|U₄×2(N01).(2(N14).1(N08))|	U₄×2(N01)	2(N14).1(N08)
|U₄×2(N01).X|	U₄×2(N01)	X
|U₄×3(N01)|	U₄	3(N01)
|U₄×3(N01).3(N08)|	U₄×3(N01)	3(N08)
|U₄×4(N01)|	U₄	4(N01)
|U₄×4(N01).2(N14)|	U₄×4(N01)	2(N14)
|U₄×5(N01)|	U₄	5(N01)
|U₄×5(N01).1(N14)|	U₄×5(N01)	1(N14)
|U₄×6(N01)|	U₄	6(N01)
|U₄×8(N01)|	U₄	8(N01)
|U₄×8(N01).X|	U₄×8(N01)	X
|U₄×N(N01)|	U₄	N(N01)
|U₄×1(N14)|	U₄	1(N14)
|U₄×(1(N14).2(N01))|	U₄	1(N14).2(N01)
|U₄×(1(N14).4(N01))|	U₄	1(N14).4(N01)
|U₄×(1(N14).8(N01))|	U₄	1(N14).8(N01)
|U₄×2(N14)|	U₄	2(N14)
|U₄×(2(N14).4(N01))|	U₄	2(N14).4(N01)
|U₄×(3(N14).2(N01))|	U₄	3(N14).2(N01)
|U₄×(3(N14).7(N01))|	U₄	3(N14).7(N01)
|U₄×1(N57)|	U₄	1(N57)
|U₄×2(N57)|	U₄	2(N57)
|U₄×3(N57)|	U₄	3(N57)
|U₄×4(N57)|	U₄	4(N57)
|U₄×5(N57)|	U₄	5(N57)
|U₄×6(N57)|	U₄	6(N57)
|U₄×7(N57)|	U₄	7(N57)
|U₄×8(N57)|	U₄	8(N57)
|U₄×10(N57)|	U₄	10(N57)
|U₄×1(N58@t)|	U₄	1(N58)
|U₄×X|	U₄	X
|U₄×(X+2(N01))|	U₄	X+2(N01)
|U₈×TAR~b|	U₈	TAR~b
|UDU~a×TAR~a|	UDU~a	TAR~a
|UDU~a×TAR~b|	UDU~a	TAR~b
|UKKIN~b×DIN|	UKKIN~b	DIN
|UKKIN~b×(DIN.1(N01))|	UKKIN~b	DIN.1(N01)
|UKKIN~b×DUG~a|	UKKIN~b	DUG~a
|UKKIN~b×HI@g~a|	UKKIN~b	HI@g
|UKKIN~b×2(N01)|	UKKIN~b	2(N01)
|UKKIN~b×3(N01)|	UKKIN~b	3(N01)
|UKKIN~b×5(N01)|	UKKIN~b	5(N01)
|UKKIN~b×NI~a|	UKKIN~b	NI~a
|UKKIN~b×X|	UKKIN~b	X
|UNUG~a×A@t|	UNUG~a	A@t
|UR~a×KAR₂~b|	UR~a	KAR₂~b
|UR₂×1(N57)|	UR₂	1(N57)
|UR₂×TAR~c|	UR₂	TAR~c
|UR₃~b1×MAŠ|	UR₃~b1	MAŠ
|URI₃~a+IB~a|	URI₃~a	IB~a
|URU~a1×A|	URU~a1	A
|URU~a1×AMAR|	URU~a1	AMAR
|URU~a1×GU₄|	URU~a1	GU₄
|URU~a1×HI@g~a|	URU~a1	HI@g
|URU~a3×KALAM~a|	URU~a3	KALAM~a
|URU~a1×1(N57)|	URU~a1	1(N57)
|URU~a1×2(N57)|	URU~a1	2(N57)
|URU~a2×1(N58)|	URU~a2	1(N58)
|URU~a1×NIMGIR|	URU~a1	NIMGIR
|URU~a1×U₄|	URU~a1	U₄
|URU~a1×X|	URU~a1	X
|UŠ~b×TAR~c|	UŠ~b	TAR~c
|UŠ~b×TAR~c|~v1	UŠ~b	TAR~c	
|UŠ~b×TAR~d|	UŠ~b	TAR~d
|UŠ~a&UŠ~a|	UŠ~a	UŠ~a
|UŠ~b&UŠ~b|	UŠ~b	UŠ~b
|X(N57).GAR|	X(N57)	GAR
|ZATU644~a×1(N14)|	ZATU644~a	1(N14)
|ZATU651×AN|	ZATU651	AN
|ZATU651×EN~a|	ZATU651	EN~a
|ZATU651×GAR|	ZATU651	GAR
|ZATU651×MA|	ZATU651	MA
|ZATU651×NUN~a|	ZATU651	NUN~a
|ZATU651×ŠE~a|	ZATU651	ŠE~a
|ZATU651×X|	ZATU651	X
|ZATU651×ZAR~c|	ZATU651	ZAR~c
|ZATU659×1(N01)|	ZATU659	1(N01)
|ZATU659×1(N14)|	ZATU659	1(N14)
|ZATU659×1(N58@t)|	ZATU659	1(N58)
|ZATU662×1(N14)|	ZATU662	1(N14)
|ZATU662×1(N14)|~v1	ZATU662	1(N14)	
|ZATU662×1(N14)|~v2	ZATU662	1(N14)	
|ZATU711×HI@g~a|	ZATU711	HI@g
|ZATU711×X|	ZATU711	X
|ZATU714.RU|	ZATU714	RU
|ZATU714×HI@g~a|	ZATU714	HI@g
|ZATU714×X|	ZATU714	X
|ZATU737×AB~a|	ZATU737	AB~a
|ZATU737×BU~a|	ZATU737	BU~a
|ZATU737×BUR~a|	ZATU737	BUR~a
|ZATU737×DI|	ZATU737	DI
|ZATU737~v2×DI|	ZATU737~v2	DI
|ZATU737×E~a|	ZATU737	E~a
|ZATU737×EN~a|	ZATU737	EN~a
|ZATU737×EN~b|	ZATU737	EN~b
|ZATU737×GAR|	ZATU737	GAR
|ZATU737×GAR|~v1	ZATU737	GAR	
|ZATU737×NI~a@g|	ZATU737	NI~a@g
|ZATU737×NIMGIR|	ZATU737	NIMGIR
|ZATU737×SAL|	ZATU737	SAL
|ZATU737×SU~a|	ZATU737	SU~a
|ZATU737×ŠE~a|	ZATU737	ŠE~a
|ZATU737×ŠITA~a1|	ZATU737	ŠITA~a1
|ZATU737×ŠITA@g~a|	ZATU737	ŠITA@g
|ZATU737×U₄|	ZATU737	U₄
|ZATU737×UNUG~a|	ZATU737	UNUG~a
|ZATU737×X|	ZATU737	X
|ZATU759×KU₆~a|	ZATU759	KU₆~a
|ZATU759×KU₆~d|	ZATU759	KU₆~d
|ZATU759×(KU₆~a+KU₆~a)|	ZATU759	KU₆~a+KU₆~a
|ZATU759×X|	ZATU759	X
|ZATU759@t×X|	ZATU759@t	X
|ZATU762~b×AB~a|	ZATU762~b	AB~a
|ZATU762~a×NIM~a|	ZATU762~a	NIM~a
|(ZU&ZU).SAR~a|	ZU&ZU	SAR~a
|1(N02).RU|	1(N02)	RU
|1(N08@f)×1(N57)|	1(N08)	1(N57)
|1(N34)×1(N58)|	1(N34)	1(N58)
|1(N57).AB₂|	1(N57)	AB₂
|1(N57).1(N57)|	1(N57)	1(N57)
|1(N57).ŠAH₂~a|	1(N57)	ŠAH₂~a
|1(N57).ŠUBUR|	1(N57)	ŠUBUR
|1(N57).ŠUBUR|~v1	1(N57)	ŠUBUR	
|2(N57).AB₂|	2(N57)	AB₂
|2(N57).KU₆~a|	2(N57)	KU₆~a
|2(N57).SU~a|	2(N57)	SU~a
|2(N57).ŠUBUR|	2(N57)	ŠUBUR
|3(N57).AMAR|	3(N57)	AMAR
|3(N57).BARA₃|	3(N57)	BARA₃
|3(N57).E₂~b|	3(N57)	E₂~b
|3(N57).GAR|	3(N57)	GAR
|3(N57).NUNUZ~a1|	3(N57)	NUNUZ~a1
|3(N57).NUNUZ~c|	3(N57)	NUNUZ~c
|3(N57).PIRIG~b1|	3(N57)	PIRIG~b1
|3(N57).ŠUBUR|	3(N57)	ŠUBUR
|4(N57).AMAR|	4(N57)	AMAR
|4(N57).GAR|	4(N57)	GAR
|4(N57).KU₃~a|	4(N57)	KU₃~a
|4(N57).NI~b|	4(N57)	NI~b
|5(N57).GAR|	5(N57)	GAR
|5(N57).KU₃~a|	5(N57)	KU₃~a
|6(N57).GAR|	6(N57)	GAR
|6(N57).KU₃~a|	6(N57)	KU₃~a
|8(N57).NI~b|	8(N57)	NI~b
|(1(N58).BAD)~a|	1(N58).BAD~a
|(1(N58).BAD)~b|	1(N58).BAD~b
|(1(N58).BAD)~b|~v1	1(N58).BAD		
|3(N58).UR₃~b1|	3(N58)	UR₃~b1
